GVKEY,Company,trimmed_company_name,Company_Handles,name,bio,join_date,tweets,following,followers,likes,media,private,verified
25356,EXPRESS SCRIPTS HOLDING CO,express scripts holding,ExpressScripts,Express Scripts,"We’re united with our partners in pursuit of a simpler, more sustainable system and better health for all. For customer service, please use @ExpressRxHelp.",27-05-2009,6797.0,1000.0,22241.0,2045.0,948.0,False,True
25434,STARBUCKS CORP,starbucks,StarBucks,Starbucks Coffee,"To inspire and nurture the human spirit — one person, one cup and one neighborhood at a time.",29-11-2006,237424.0,92587.0,10958498.0,21812.0,2948.0,False,True
25783,MCAFEE INC,mcafee,officialmcafee,John McAfee,"Iconoclast.
Lover of women, adventure and mystery.
Founder of McAfee Anti-virus",21-11-2012,65662.0,14295.0,1056672.0,98501.0,3997.0,False,True
26156,HEWLETT PACKARD ENTERPRISE,hewlett packard enterprise,HPE,HPE,Official Twitter of Hewlett Packard Enterprise. Sharing our passion for technology & innovation.,25-10-2010,16718.0,1675.0,71397.0,5727.0,6355.0,False,True
27333,ADIENT PLC,adient plc,Adient,Adient,"Adient is one of the world's largest, most comprehensive automotive seating and components suppliers.",25-09-2012,2599.0,582.0,10178.0,1697.0,1082.0,False,True
27786,CHESAPEAKE ENERGY CORP,chesapeake energy,Chesapeake,Chesapeake Energy,Chesapeake Energy (NYSE:CHK),03-09-2009,8207.0,823.0,58134.0,480.0,535.0,False,True
27914,HUMANA INC,humana,humana,Humana,Pursuing our dream of helping people achieve lifelong well-being. To learn more about Humana visit https://t.co/t4fYofD5t6.  Need help? Tweet @HumanaHelp.,13-03-2009,15558.0,149.0,44385.0,5150.0,2920.0,False,True
27928,INTUIT INC,intuit,Intuit,Intuit,"Proud makers of @TurboTax, @QuickBooks, and @Mint. We’re a mission-driven, global financial platform company that gives everyone the opportunity to prosper.",13-03-2007,25138.0,36135.0,77306.0,8784.0,1624.0,False,True
27965,MICROCHIP TECHNOLOGY INC,microchip technology,MicrochipTech,MicrochipTech,"8-/16-/32-bit MCUs, analog and Flash-IP solutions. We will be most able to respond to customer questions between the hours of 7 am to 5 pm MST",18-09-2008,17723.0,372.0,50340.0,5655.0,3525.0,False,True
28034,CHUBB LTD,chubb,chubb,Chubb,Chubb is the world’s largest publicly traded property and casualty insurer.,12-05-2009,4933.0,806.0,27576.0,502.0,2350.0,False,True
28180,O'REILLY AUTOMOTIVE INC,o'reilly automotive,oreillyauto,O'Reilly Auto Parts,"Share your #projectcars with us and check in for #DIY tips, advice, and all things O'Reilly Auto. 
#OReillyPowered to be featured.",17-04-2009,5713.0,1338.0,40695.0,3112.0,1459.0,False,True
28191,ROYAL CARIBBEAN CRUISES LTD,royal caribbean cruises,RoyalCaribbean,Royal Caribbean,We cruise and we tweet. #ComeSeek Privacy Policy https://t.co/oP3JX1hIXY,28-04-2009,81507.0,1261.0,289355.0,29538.0,7397.0,False,True
28195,JABIL INC,jabil,jabil,Jabil,"Jabil: a global #manufacturing partner combining expertise in #engineering, #design & #supplychain for the world's biggest brands. #IoT #retail #3DPrinting",07-02-2012,11630.0,2521.0,9142.0,5781.0,4663.0,False,True
28349,ALLSTATE CORP,allstate,allstate,Allstate,The brand with the hands advocating for a life well protected in 280 characters or less.,01-04-2008,33162.0,4747.0,85718.0,4180.0,4117.0,False,True
28648,PETSMART INC,petsmart,PETsMART,PetSmart,Use #fortheloveofpets for a chance to be featured on our social accounts 💗,05-09-2008,43689.0,6922.0,214662.0,20172.0,3718.0,False,True
28877,KEURIG DR PEPPER INC,keurig dr pepper,drpepper,Dr Pepper,We’ll donate $1 for every Dr Pepper you purchase from now until December 31st. Find out how ⬇️‼️,29-01-2009,62420.0,33220.0,431144.0,17326.0,6754.0,False,True
28930,MARRIOTT INTL INC,marriott intl,MarriottIntl,Marriott International,Welcome to Marriott International's newsroom on Twitter. Tweeting all things travel and hospitality from Marriott International headquarters.,13-03-2008,32050.0,467.0,427809.0,17052.0,3574.0,False,True
29150,URBAN OUTFITTERS INC,urban outfitters,urbanoutfitters,Urban Outfitters,The official UO Twitter.,21-07-2008,42479.0,3115.0,958447.0,9121.0,12599.0,False,True
29392,EASTMAN CHEMICAL CO,eastman chemical,EastmanChemCo,Eastman Chemical Co.,Eastman is a global advanced materials and specialty additives company that produces a broad range of products found in items people use every day.,24-09-2009,1690.0,504.0,9078.0,1061.0,789.0,False,True
29804,INVESCO LTD,invesco,invescous,Invesco US,Invesco believes in delivering an investment experience designed to help people get more out of life. Important disclosures: https://t.co/Kx73FEDA9N.,20-01-2011,4997.0,527.0,164241.0,0.0,2354.0,False,True
30990,CAPITAL ONE FINANCIAL CORP,capital one financial,CapitalOne,Capital One,"At Capital One, we’re on a mission to change banking for good by offering great products, services, and rewards to our customers.",29-08-2011,27658.0,314.0,189666.0,19909.0,5248.0,False,True
31774,BRIGHTHOUSE FINANL INC,brighthouse finanl,BrighthouseFin,BrighthouseFinancial,"Build for what's ahead.

We're on a mission to help people achieve financial security.",28-04-2016,3447.0,105.0,11740.0,310.0,251.0,False,True
31846,DARDEN RESTAURANTS INC,darden restaurants,darden,Darden Restaurants,"Across every one of our unique brands and in every role, we’re creating a company that matters. Official news, updates and stories from Darden Restaurants.",13-09-2011,3477.0,321.0,15161.0,715.0,1634.0,False,True
33326,CHAMPIONX CORP,championx,ChampionsLeague,UEFA Champions League,"🇪🇸: @LigadeCampeones 
🇯🇵: @UCLJapan 
Under-19: @UEFAYouthLeague",05-07-2012,71282.0,558.0,32118437.0,2925.0,34615.0,False,True
33439,PERSPECTA INC,perspecta,Perspecta,Perspecta,"Perspecta was formed to take on the big challenges, and we know what it takes to enable our customers to build a better nation. In fact, we do that every day.",07-03-2017,1084.0,281.0,1484.0,631.0,747.0,False,True
34636,FOX CORP,fox,foxnews,Fox News,"Follow America's #1 cable news network, delivering you breaking news, insightful analysis, and must-see videos. https://t.co/3gb0b8MMza",17-03-2007,422388.0,260.0,20080250.0,1.0,138040.0,False,True
35035,KONTOOR BRANDS INC,kontoor brands,KontoorBrands,"Kontoor Brands, Inc.",Kontoor is a global lifestyle apparel company with a portfolio of iconic denim brands @Wrangler @LeeJeans. Follow us for official company news & updates.,27-11-2018,136.0,65.0,1349.0,61.0,58.0,False,True
35168,CORTEVA INC,corteva,corteva,Corteva Agriscience™,"Corteva Agriscience™, enriching the lives of farmers and consumers, ensuring progress for generations to come.",01-02-2018,1727.0,285.0,19931.0,3643.0,497.0,False,True
61483,DAVITA INC,davita,DaVita,DaVita,"Committed to bold, patient-centric care models, implementing the latest technologies and moving toward integrated care offerings for all. #DaVitaWay",03-04-2009,15017.0,56.0,15283.0,4380.0,5521.0,False,True
61494,HENRY SCHEIN INC,henry schein,henryschein,Henry Schein,"Henry Schein, Inc. is a solutions company for health care professionals powered by a network of people and technology. We are #TeamSchein!
Nasdaq: $HSIC",25-11-2008,5760.0,9369.0,25553.0,3121.0,1184.0,False,True
61513,SANDISK CORP,sandisk,sandisk,SanDisk,"| For Support, please visit https://t.co/0XSHgy5pCp",09-07-2008,10655.0,1039.0,120560.0,5449.0,2281.0,False,True
61574,WATERS CORP,waters,rogerwaters,Roger Waters,"English rock musician, singer-songwriter, & composer. Best known as bass player, co-lead vocalist, lyricist & principal songwriter in the rock band Pink Floyd.",31-07-2012,861.0,23.0,384049.0,198.0,591.0,False,True
61591,NETAPP INC,netapp,NetApp,NetApp,"In a world of generalists, we are the specialists. #NetApp​ 

Catch the keynotes, get the learnings, & more! #NetAppINSIGHT 2020 on-demand now: https://t.co/7vJov4tWp9",18-08-2008,22795.0,3892.0,129827.0,12473.0,4457.0,False,True
61676,CITRIX SYSTEMS INC,citrix systems,citrix,Citrix,The future of work is the space to succeed. We provide technology that empowers organizations to #UnlockPotential & deliver a better employee experience.,21-01-2008,23945.0,1195.0,220231.0,28023.0,5182.0,False,True
61739,HARTFORD FINANCIAL SERVICES,hartford financial services,thehartford,The Hartford,Underwriting human achievement for over two hundred years. Follow us on Instagram: https://t.co/fpIABr62m2,27-01-2009,4998.0,239.0,40063.0,813.0,881.0,False,True
62263,ALEXION PHARMACEUTICALS INC,alexion pharmaceuticals,AlexionPharma,Alexion,Alexion is focused on developing & delivering life-changing medicines for people living with rare diseases. Community guidelines: https://t.co/oNr47pAdUs,03-02-2011,1027.0,321.0,9120.0,457.0,844.0,False,True
62689,TRAVELERS COS INC,travelers cos inc,travelers,Travelers,"Taking care of our customers, communities and each other. https://t.co/zmbqMtnDHy",26-11-2008,10140.0,606.0,66000.0,4816.0,3279.0,False,True
63080,ANSYS INC,ansys,ansys,Ansys,Official Ansys Twitter. #engineering #simulation software   #cfd #fea #hpc #electronics #turbomachinery #iot #multiphysics #5G #electrification #autonomous,20-04-2009,21266.0,3018.0,23916.0,7491.0,8192.0,False,True
63501,E TRADE FINANCIAL CORP,e trade financial,etrade,E*TRADE,"Welcome to E*TRADE. Follow us for financial insights, commentary, product news and educational events. Disclosure: https://t.co/BJtul9VAM5",17-04-2009,18842.0,545.0,74850.0,1610.0,1334.0,False,True
63669,UNIVISION COMMUNICATIONS INC,univisionmmunications,univision,Univision,"El lugar número 1 para tus noticias, entretenimiento, deportes y novelas. Hispanic Heartbeat of America. Síguenos en Facebook e Instagram @Univision",18-05-2009,167224.0,3237.0,2743028.0,2402.0,80986.0,False,True
63892,NATIONAL OILWELL VARCO INC,national oilwell varco,NOVGlobal,NOV,The official Twitter page of National Oilwell Varco.,25-06-2014,1604.0,315.0,5714.0,629.0,909.0,False,True
64156,MONSTER WORLDWIDE INC,monster worldwide,Monster,Monster,"Find the right fit. 

https://t.co/bk1wBj1rXY",14-02-2007,614508.0,5851.0,218318.0,23923.0,6826.0,False,True
64166,QUEST DIAGNOSTICS INC,quest diagnostics,QuestDX,Quest Diagnostics,Quest Diagnostics empowers people to take action to improve health outcomes.,22-09-2009,9788.0,595.0,11413.0,3879.0,1536.0,False,True
64410,CARMAX INC,carmax,carmax,CarMax,"The way it should be. 
Need help? We're available from 9A-8P ET Mon-Fri at 1-800-519-1511.",22-06-2007,38111.0,6060.0,37116.0,4059.0,669.0,False,True
64630,TAKE-TWO INTERACTIVE SFTWR,take-two interactive sftwr,taketwo,Take Two,"Catch up on the latest SoCal news with @AMartinezLA. Join us on 89.3 @KPCC, weekdays 2-3 PM. (Frequently confused with Take2 interactive)",31-12-2008,16540.0,1441.0,9887.0,1027.0,3347.0,False,True
64768,AMAZON.COM INC,amazon.com,amazon,Amazon,"Official Twitter account of Amazon. 
Contact @AmazonHelp for customer support.
Follow @AmazonNews for the latest news from Amazon.",13-02-2009,34959.0,51.0,3536257.0,7687.0,8228.0,False,True
64891,RALPH LAUREN CORP,ralph lauren,ralphlauren,Ralph Lauren,Defining timeless style since 1967,22-04-2009,5347.0,337.0,2302153.0,2829.0,3772.0,False,True
65417,YUM BRANDS INC,yum brands,yumbrands,Yum! Brands,"OFFICIAL Twitter for the parent company of @kfc, @pizzahut, @TacoBell and @HabitBurger.",13-09-2007,2813.0,534.0,23213.0,1519.0,648.0,False,True
66368,VERISIGN INC,verisign,verisign,VERISIGN,A global provider of domain name registry services and internet infrastructure.,30-01-2009,9660.0,67.0,47759.0,1700.0,1557.0,False,True
66708,BROADCOM CORP,broadcom,Broadcom,Broadcom Inc.,"Broadcom Inc. (NASDAQ: AVGO) is a global technology leader that designs,
develops and supplies semiconductor and infrastructure software solutions.",19-07-2011,5655.0,3556.0,49368.0,6.0,540.0,False,True
104432,NORWEGIAN CRUISE LINE HLDGS,norwegian cruise line hldgs,CruiseNorwegian,Cruise Norwegian,News & exclusive updates from Norwegian Cruise Line! #CruiseNorwegian,29-10-2008,24873.0,3364.0,175172.0,37446.0,5072.0,False,True
111864,COGNIZANT TECH SOLUTIONS,cognizant tech solutions,cognizant,Cognizant,Cognizant (Nasdaq: CTSH) is dedicated to helping the world's leading companies build stronger businesses—helping them go from doing #digital to being digital.,28-08-2009,46673.0,2939.0,759665.0,4054.0,19116.0,False,True
112168,REPUBLIC SERVICES INC,republic services,RepublicService,Republic Services,Republic Services is an industry leader in U.S. recycling and non-hazardous solid waste disposal. Twitter Customer Service Hours: 8-5 MST (Mon-Fri),10-01-2011,8484.0,2666.0,12938.0,2734.0,1655.0,False,True
114524,EBAY INC,ebay,ebay,eBay,"Now offering
No-fee Authenticity Guarantee on select luxury ⌚️ $2K+ and collectible 👟 $150+ 
👀 the blue check
Questions? @AskeBay is here to help.",29-01-2009,32582.0,1226.0,736519.0,5016.0,11414.0,False,True
114628,GOLDMAN SACHS GROUP INC,goldman sachs group,goldmansachs,Goldman Sachs,"Official Goldman Sachs Twitter account. Follow us for the latest in global and local economic progress, firm news, and thought leadership content.",16-02-2011,14165.0,106.0,826833.0,5.0,7263.0,False,True
117768,NVIDIA CORP,nvidia,nvidia,NVIDIA,The official handle for NVIDIA. Blog: https://t.co/ohDSqeDJ1D Support: https://t.co/DAKuuuZIg5 All NVIDIA Social Media: https://t.co/MeX69boOTQ,30-07-2009,11677.0,230.0,1686906.0,3887.0,2768.0,False,True
118122,APTIV PLC,aptiv plc,Aptiv,Aptiv,"Aptiv is a global technology company that develops safer, greener and more connected solutions enabling the future of mobility. #ItsOurMove",10-09-2012,5198.0,529.0,16980.0,3115.0,1553.0,False,True
118577,LIFE TECHNOLOGIES CORP,life technologies,ThermoFisher,Thermo Fisher,"Thermo Fisher Scientific Inc. is the world leader in serving science. Our mission is to enable our customers to make the world healthier, cleaner and safer.",04-08-2009,11729.0,715.0,55190.0,1123.0,5223.0,False,True
119314,BOOKING HOLDINGS INC,booking holdings,BookingHoldings,Booking Holdings,"We make it easier for everyone to experience the world through our brands @bookingcom, @kayak, @priceline, @opentable, @agoda and https://t.co/2NxTQDdboS.",04-01-2016,2113.0,104.0,10442.0,156.0,451.0,False,True
119417,PEPSI BOTTLING GROUP INC,pepsi bottling group,Pepsi,Pepsi,"If you’re looking for hot takes and cold Pepsi, you’ve come to the right place.",15-12-2008,54756.0,38899.0,2999906.0,6069.0,3614.0,False,True
121718,JUNIPER NETWORKS INC,juniper networks,Junipernetworks,Juniper Networks,"Official updates for Juniper Networks’ news, events and product innovation. https://t.co/coVOLG9Q1d",14-05-2008,16981.0,2981.0,106215.0,3552.0,4050.0,False,True
122841,RED HAT INC,red hat inc,redhat,"Red Hat, Inc.","The leading provider of enterprise open source solutions, using a community-powered approach to deliver Linux, cloud, container, and Kubernetes technologies.",02-05-2008,31492.0,1145.0,211980.0,7856.0,10620.0,False,True
124434,BLACKROCK INC,blackrock inc,blackrock,BlackRock,We are a global investment manager and technology provider. We are invested in your financial well-being. Disclosures: https://t.co/RdhTcNYQRf,11-03-2009,14803.0,867.0,429544.0,508.0,3034.0,False,True
125595,AKAMAI TECHNOLOGIES INC,akamai technologies,Akamai,Akamai Technologies,"Akamai secures and delivers digital experiences for the world’s largest companies, keeping apps and experiences closer to users — and threats far away.",27-01-2009,24494.0,3009.0,112684.0,3606.0,5479.0,False,True
126136,CHARTER COMMUNICATIONS INC,chartermmunications,GetSpectrum,Spectrum,"America's fastest growing TV, Internet and Voice company

For Spectrum’s full privacy policy, please visit https://t.co/lGXkCDsNUe",30-03-2010,38164.0,1824.0,151111.0,4659.0,8393.0,False,True
126296,EXPEDIA GROUP INC,expedia group,ExpediaGroup,Expedia Group,"Travel    @expedia  @hotelsdotcom  @vrbo  @orbitz  @hotwire  @egencia
Partner  @ExpediaLPS  @expediamedia  @expediapartners
Work      @lifeatEG @expediagroupENG",13-07-2009,414.0,304.0,8061.0,139.0,60.0,False,True
133366,EDWARDS LIFESCIENCES CORP,edwards lifesciences,EdwardsLifesci,Edwards Lifesciences,Official feed of Edwards Lifesciences. Committed to addressing the unmet needs of patients with structural heart disease and the critically ill.,24-02-2015,1562.0,180.0,8879.0,165.0,794.0,False,True
133768,METLIFE INC,metlife,metlife,MetLife,Navigating life together. For terms and conditions visit https://t.co/Nfck6AS6qJ,30-09-2009,72785.0,331.0,54844.0,2603.0,1379.0,False,True
135484,FRONTIER COMMUNICATIONS CORP,frontiermmunications,frontiercorp,Frontier Comm,"Official tweets for Frontier Communications, your local provider of phone, internet, and TV. Contact us: @AskFrontier or 1.866.573.9972.",04-05-2009,37341.0,2882.0,29626.0,643.0,1867.0,False,True
135990,NRG ENERGY INC,nrg energy,nrgenergy,"NRG Energy, Inc.","A Fortune 500, NRG is the leading integrated power company in the United States.",18-04-2009,4355.0,827.0,24729.0,4485.0,1064.0,False,True
141459,GARMIN LTD,garmin,Garmin,Garmin,Engineered on the inside for life on the outside. Questions? Visit https://t.co/X8hmSwm2ec. For more visit us at https://t.co/8Vs2SYClHA or in person https://t.co/qdt7qb1g5s.,05-07-2008,62648.0,606.0,206761.0,8852.0,1947.0,False,True
142460,PEABODY ENERGY CORP,peabody energy,peabodyenergy,Peabody,"Peabody is the leading global pure-play coal company, serving power and steel customers in more than 25 countries on six continents.",28-08-2012,2393.0,714.0,8528.0,576.0,662.0,False,True
142953,MONDELEZ INTERNATIONAL INC,mondelez international,MDLZ,Mondelēz Intl,Official home for news about Mondelēz International and our iconic brands. We empower people to snack right around the world! DM for product questions.,26-11-2013,9993.0,2655.0,28065.0,2900.0,2915.0,False,True
143356,PRUDENTIAL FINANCIAL INC,prudential financial,Prudential,Prudential,"We solve Investment, Insurance and Retirement challenges, helping individuals, organizations and communities reach their goals. https://t.co/c65ToDxlxM @PruHelp",18-02-2013,5075.0,114.0,154764.0,16265.0,1280.0,False,True
143357,ACCENTURE PLC,accenture plc,Accenture,Accenture,"Together, we deliver on the promise of technology and human ingenuity. Let there be change.",12-11-2007,21394.0,1710.0,509635.0,7260.0,4535.0,False,True
145046,ANTHEM INC,anthem,anthemgame,Anthem,"The official Twitter page for Anthem™, from @BioWare and @EA. For game support, please contact @EAHelp. #StrongerTogether",07-06-2017,1924.0,34.0,266601.0,2308.0,481.0,False,True
145049,GAMESTOP CORP,gamestop,gamestop,GameStop,"↑↑↓↓←→←→B A START | For support, DM @GameStopHelp or visit https://t.co/PFOjkLLCl5",28-02-2009,41217.0,591.0,1420134.0,14206.0,7490.0,False,True
145701,PRINCIPAL FINANCIAL GRP INC,principal financial grp,principal,Principal®,"We are Principal Financial Group®. We help people and companies around the world build, protect and advance their financial well-being. https://t.co/qUCX8DmrrI",08-07-2010,10569.0,713.0,16024.0,3580.0,1728.0,False,True
145977,ADVANCE AUTO PARTS INC,advance auto parts,AdvanceAuto,Advance Auto Parts,We like cars. How about you?  Vroom Vroom #AdvanceFleet,23-09-2009,27969.0,7798.0,39261.0,7761.0,4449.0,False,True
147579,NETFLIX INC,netflix,netflix,Netflix,Black Lives Matter. Black Stories Matter. Follow @StrongBlackLead,03-10-2008,37092.0,1658.0,10342420.0,15116.0,8547.0,False,True
149070,CME GROUP INC,cme group,cmegroup,CME Group,"CME Group is the world’s leading and most diverse derivatives marketplace, made up of four exchanges, CME, CBOT, NYMEX and COMEX.",21-08-2008,40445.0,6434.0,689586.0,5631.0,5286.0,False,True
149318,WYNN RESORTS LTD,wynn resorts,WynnLasVegas,Wynn Las Vegas,"A luxury Las Vegas resort. Offering award-winning rooms & suites, signature restaurants, world-class shopping & nightly entertainment. #WynnLasVegas",14-04-2009,15811.0,7819.0,569467.0,7997.0,2322.0,False,True
149337,NASDAQ INC,nasdaq,nasdaq,Nasdaq,"At Nasdaq, we're relentlessly reimagining the markets of today. Not by chasing the possibilities of tomorrow, but by creating them. ✍️ #RewriteTomorrow",05-01-2009,50081.0,8000.0,616710.0,27101.0,19504.0,False,True
150937,SEAGATE TECHNOLOGY PLC,seagate technology plc,Seagate,Seagate,The world leader in storage solutions. Pioneering the datasphere. For support @AskSeagate,13-05-2008,30745.0,3843.0,171332.0,13186.0,6977.0,False,True
157855,SALESFORCE.COM INC,salesforce.com,Salesforce,Salesforce,"We bring companies and customers together on the #1 CRM. Sharing the news, events, and innovation you need to change the world for good. Support: @asksalesforce",20-04-2009,63824.0,152437.0,531525.0,21649.0,10946.0,False,True
158354,GENWORTH FINANCIAL INC,genworth financial,Genworth,Genworth,Helping families have “the talk” about long term care planning. Need us? Call 888-GENWORTH.,14-08-2008,3758.0,143.0,4685.0,4306.0,430.0,False,True
160225,MASTERCARD INC,mastercard,MasterCard,Mastercard,"Every day is a chance to make someone’s day. #StartSomethingPriceless. 
For customer support, tweet us at @AskMastercard!",17-09-2009,69274.0,11753.0,479873.0,28024.0,4420.0,False,True
160479,EXTRA SPACE STORAGE INC,extra space storage,extraspace,Extra Space Storage,Life transitions are difficult. We make them easier.,14-11-2008,13796.0,1766.0,5649.0,2137.0,1802.0,False,True
160991,DIGITAL REALTY TRUST INC,digital realty trust,digitalrealty,Digital Realty,Digital Realty connects physical and virtual worlds by powering digital business with a fit for purpose global data center platform.,15-05-2009,9840.0,258.0,24960.0,6255.0,4290.0,False,True
163610,INTERCONTINENTAL EXCHANGE,intercontinental exchange,ice_markets,ICE,"We tweet market insights about our multiple asset classes: Energy, fixed income, equities, interest rates, agriculture, forex, credit, and metals",20-03-2009,5895.0,3454.0,53247.0,787.0,1487.0,False,True
164296,DISCOVERY INC,discovery,discovery,Discovery,We'll bring the world to you.,03-12-2008,48759.0,545.0,8947821.0,5086.0,10195.0,False,True
164708,AMERIPRISE FINANCIAL INC,ameriprise financial,Ameriprise,Ameriprise Financial,"As a leader in financial planning, Ameriprise Financial, LLC. has helped millions of clients achieve their financial goals for more than 120 years.",07-07-2010,950.0,516.0,6502.0,1.0,66.0,False,True
165052,UNDER ARMOUR INC,under armour,UnderArmour,Under Armour,Under Armour makes you better. #TheOnlyWayIsThrough,06-03-2009,26694.0,878.0,953749.0,11080.0,3572.0,False,True
165914,CHIPOTLE MEXICAN GRILL INC,chipotle mexican grill,chipotletweets,Chipotle,Cultivate a better world.,07-05-2010,885182.0,48.0,1046024.0,68275.0,5346.0,False,True
165993,FIDELITY NATIONAL INFO SVCS,fidelity national info svcs,fidelity,Fidelity Investments,Fidelity provides financial expertise to help people live the lives they want. For our Twitter guidelines and legal information: http://t.co/QwylZKshY1,12-08-2009,30835.0,4771.0,276234.0,36.0,4667.0,False,True
170617,FACEBOOK INC,facebook,facebook,Facebook,Our mission is to give people the power to build community and bring the world closer together.,27-03-2007,14560.0,725.0,13313870.0,1378.0,233.0,False,True
170841,PHILLIPS 66,phillips 66,Phillips66Co,Phillips 66,Official Twitter account of Phillips 66.,04-11-2011,1320.0,118.0,9707.0,785.0,474.0,False,True
174022,REALOGY HOLDINGS CORP,realogy holdings,realogy,Realogy,"Realogy is the leading and most integrated provider of U.S. residential real estate services, featuring some of the most recognized names in real estate.",11-03-2009,1004.0,157.0,5254.0,1311.0,281.0,False,True
174729,WYNDHAM DESTINATIONS INC,wyndham destinations,wyndestinations,Wyndham Destinations,We believe in putting the world on #vacation. We believe in finding your perfect place. We believe in hospitality with heart. Our world is your #destination.,14-10-2015,529.0,78.0,1086.0,307.0,235.0,False,True
175263,WESTERN UNION CO,western union,WesternUnion,Western Union,"WU offers our customers the power to send money to over 200 countries & territories through the mobile app, online or our Agent locations.",11-04-2009,67958.0,1166.0,630417.0,3117.0,3044.0,False,True
177267,TE CONNECTIVITY LTD,tennectivity,teconnectivity,TE Connectivity,"$12 billion industrial technology leader creating a safer, sustainable, productive, and more connected future. #EveryConnectionCounts",06-04-2009,6599.0,796.0,28838.0,2021.0,2228.0,False,True
177376,DISCOVER FINANCIAL SVCS,discover financial svcs,Discover,Discover,"Thanks to your #EatItForward nominations, Discover is giving Black-owned restaurants a total of $5 million this year! See our winners so far in the link below.",05-09-2008,136498.0,39.0,101441.0,1340.0,1820.0,False,True
178507,MSCI INC,msci,MSCI_Inc,MSCI,"An independent provider of research-driven insights, tools & #indices for investors, based on over 50 years’ academic research & real-world experience.",22-07-2009,5592.0,1522.0,19314.0,376.0,2932.0,False,True
178704,ULTA BEAUTY INC,ulta beauty,ultabeauty,Ulta Beauty,The Possibilities Are Beautiful.✨,01-04-2009,89484.0,519.0,645157.0,9026.0,2491.0,False,True
179437,AMERICAN WATER WORKS CO INC,american water works,amwater,American Water,We Keep Life Flowing,20-03-2009,4971.0,1134.0,13822.0,699.0,1783.0,False,True
179534,VISA INC,visa,Visa,Visa,You keep chasing your dreams. We’ll help you reach them faster.  Visa. Everywhere You Want to Be,11-04-2012,13838.0,1101.0,382179.0,878.0,4467.0,False,True
179700,DR PEPPER SNAPPLE GROUP INC,dr pepper snapple group,drpeppersnapple,Dr Pepper Snapple,Serving up flavorful tweets from Dr Pepper Snapple Group.,07-03-2009,2975.0,453.0,7431.0,483.0,871.0,False,True
180405,ACTIVISION BLIZZARD INC,activision blizzard,ATVI_AB,Activision Blizzard,Activision Blizzard is one of the world's largest and most successful standalone interactive entertainment companies @activision @blizzard_ent @king_games,14-07-2016,752.0,166.0,74109.0,466.0,145.0,False,True
180711,BROADCOM INC,broadcom,Broadcom,Broadcom Inc.,"Broadcom Inc. (NASDAQ: AVGO) is a global technology leader that designs,
develops and supplies semiconductor and infrastructure software solutions.",19-07-2011,5655.0,3556.0,49368.0,6.0,540.0,False,True
183377,FORTINET INC,fortinet,fortinet,Fortinet,"The Fortinet #SecurityFabric platform secures the largest enterprise, service provider, and government organizations around the world.",25-02-2008,14712.0,3256.0,125437.0,8980.0,4944.0,False,True
184500,CBOE GLOBAL MARKETS INC,cboe global markets,CBOE,Cboe,"We’re #DefiningMarkets to benefit all participants through product innovation, leading edge technology and seamless trading solutions.",17-10-2008,28797.0,1530.0,624912.0,644.0,6026.0,False,True
186989,MARATHON PETROLEUM CORP,marathon petroleum,marathonpetroco,Marathon Petroleum,Marathon Petroleum Corporation (MPC) 2020 'ENERGY STAR Partner of the Year' -EPA,20-06-2011,1749.0,421.0,8027.0,1101.0,810.0,False,True
199356,TRIPADVISOR INC,tripadvisor,TripAdvisor,Tripadvisor,Find the good out there. #TheresGoodOutThere,19-09-2008,27954.0,3711.0,3439365.0,3909.0,4958.0,False,True
260774,CBRE GROUP INC,cbre group,CBRE,CBRE,A globally integrated commercial real estate and investment services firm that transforms real estate into real advantage.,23-04-2009,7190.0,734.0,132712.0,4829.0,946.0,False,True
2490,BURLINGTON NORTHERN SANTA FE,burlington northern santa ,metraBNSF,Metra BNSF,"Metra provides service to and from downtown Chicago with 242 stations over 11 routes totaling nearly 500 route miles & approx. 1,200 miles of track.",20-02-2009,11003.0,0.0,11801.0,9.0,93.0,False,True
4066,OMNICOM GROUP,omnicom group,Omnicom,Omnicom Group,Global leader in marketing communications and innovations for the connected age. Home to the industry’s most creative minds and top analytical talent.,12-08-2013,7327.0,2221.0,20153.0,6200.0,1007.0,False,True
5074,ELECTRONIC DATA SYSTEMS CORP,electronic data systems,baesystemsinc,"BAE Systems, Inc.","BAE Systems, Inc. is a global company engaged in the development and delivery of advanced defense, security & aerospace systems in the air, on land and at sea.",24-06-2009,13268.0,360.0,143081.0,863.0,2429.0,False,True
5783,HUNT (JB) TRANSPRT SVCS INC,hunt (jb) transprt svcs,jbhuntdrivers,J.B. Hunt Drivers,"Every mile. Every day. Drivers deliver.
Be a part of the conversation!",27-04-2009,9763.0,1971.0,12970.0,2055.0,2689.0,False,True
6435,KIMBERLY-CLARK CORP,kimberly-clark,KCCorp,Kimberly-Clark Corp.,Kimberly-Clark and our well-known brands are passionate about providing you with the essentials for a better life.,02-06-2010,6488.0,537.0,29065.0,2941.0,1214.0,False,True
7906,NIKE INC  -CL B,nike ,nike,Nike,#BlackLivesMatter,18-11-2011,36994.0,117.0,8340480.0,6988.0,3106.0,False,True
8810,PUBLIC SERVICE ENTRP GRP INC,public service entrp grp,RepublicService,Republic Services,Republic Services is an industry leader in U.S. recycling and non-hazardous solid waste disposal. Twitter Customer Service Hours: 8-5 MST (Mon-Fri),10-01-2011,8505.0,2656.0,12893.0,2735.0,1657.0,False,True
