CEO Name,Company,GVKEY,EXECID,YEAR,trimmed_company_name,Company_Handles,small_username,id,name,username,bio,location,url,join_date,join_time,tweets,following,followers,likes,media,private,verified,profile_image_url,background_image
"Thomas F. Farrell, II",DOMINION ENERGY INC,4029,16386,2007,dominion energy,dominionenergy,dominionenergy,82653001,Dominion Energy,DominionEnergy,"Sharing the latest news, info & updates about Dominion Energy. Customers can report outages at https://t.co/PplRNyVKiK. If you suspect an emergency, call 911.","Here to help 8-5, Mon-Fri",https://t.co/BzDaPMJFYG,15-10-2009,16:21:15 UTC,36177,3737,62487,8772,1507,FALSE,TRUE,https://pbs.twimg.com/profile_images/862351643244978176/6RIM4OIh_normal.jpg,https://pbs.twimg.com/profile_banners/82653001/1591641324
Ronald L. Hoffman,DOVER CORP,4058,24420,2007,dover,DoverAthletic,doverathletic,97418396,Dover Athletic FC,DoverAthletic,"Official Dover Athletic Football Club twitter feed. Follow @DAFCLiveText for match updates, DoverAthleticFC on Facebook and doverathleticfc on Instagram.","Dover, Kent, United Kingdom",https://t.co/g8WovPozJk,17-12-2009,11:07:15 UTC,14408,31,23134,1719,3321,FALSE,TRUE,https://pbs.twimg.com/profile_images/1179773721852157952/oFhaePeE_normal.jpg,https://pbs.twimg.com/profile_banners/97418396/1562775868
"Andrew N. Liveris, A.O., AO",DUPONT DE NEMOURS INC,4060,26094,2007,dupont de nemours,dupont_news,dupont_news,24054721,DuPont,DuPont_News,"For over 200 years DuPont has been innovating around you, reinventing itself to bring technology-driven solutions to customers worldwide. Invent a better now.",,http://t.co/NRZIJXfVky,12-03-2009,22:27:38 UTC,23760,229,66797,650,1929,FALSE,TRUE,https://pbs.twimg.com/profile_images/1281284164927488000/AfAIIt2L_normal.jpg,https://pbs.twimg.com/profile_banners/24054721/1559901950
"James E. Rogers, Jr.",DUKE ENERGY CORP,4093,784,2007,duke energy,DukeEnergy,dukeenergy,81192849,Duke Energy,DukeEnergy,Follow us for all the latest news about Duke Energy. Customers can report outages at https://t.co/gXdbzJZkPs. If you suspect an emergency please call 911.,"We're here from 8-5, Mon-Fri.",https://t.co/ul4C3F2hys,09-10-2009,20:14:52 UTC,43586,2693,110888,13813,4481,FALSE,TRUE,https://pbs.twimg.com/profile_images/1220352767103029249/C7qap-oH_normal.jpg,https://pbs.twimg.com/profile_banners/81192849/1571746175
Steven W. Alesio,DUN & BRADSTREET CORP,4094,23422,2007,dun & bradstreet,DunBradstreet,dunbradstreet,198911524,Dun & Bradstreet,DunBradstreet,Official Dun & Bradstreet Twitter. Our #DNBDataCloud delivers #data & insights to help our clients grow and thrive.,,https://t.co/zjzfRXfdsR,05-10-2010,15:22:53 UTC,28507,3592,19871,4350,2977,FALSE,TRUE,https://pbs.twimg.com/profile_images/575704984118935552/8EVYX-fv_normal.jpeg,https://pbs.twimg.com/profile_banners/198911524/1597181830
Gregory L. Summe,PERKINELMER INC,4145,16771,2007,perkinelmer,perkinelmer,perkinelmer,128564900,PerkinElmer,PerkinElmer,"Stay informed with news, insights, trends and ways we are making an impact across the diagnostics, life sciences, food and applied markets.",Global,http://t.co/jbPNUPkIWc,01-04-2010,14:03:34 UTC,5951,1099,47444,1090,2877,FALSE,TRUE,https://pbs.twimg.com/profile_images/467305782883516416/a69-qVNd_normal.jpeg,https://pbs.twimg.com/profile_banners/128564900/1530894010
Antonio M. Perez,EASTMAN KODAK CO,4194,17977,2007,eastman kodak,kodak,kodak,132588642,Kodak,Kodak,Enabling creativity since 1880. ⠀ ⠀ ⠀ ⠀ ⠀ ⠀ ⠀ ⠀ ⠀ ⠀,"Rochester, NY",https://t.co/4Cq12kBgrE,13-04-2010,17:04:41 UTC,7150,515,56219,8518,2043,FALSE,TRUE,https://pbs.twimg.com/profile_images/790588294291742720/dgUmEwp0_normal.jpg,https://pbs.twimg.com/profile_banners/132588642/1564691956
"Douglas M. Baker, Jr.",ECOLAB INC,4213,23269,2007,ecolab,Ecolab,ecolab,250684710,Ecolab,Ecolab,"Ecolab is the global leader in water, hygiene and infection prevention solutions - helping businesses succeed while protecting people and vital resources.","Based in St.Paul, MN",http://t.co/l78vDvQJGQ,11-02-2011,15:58:53 UTC,4322,1092,18755,1723,1336,FALSE,TRUE,https://pbs.twimg.com/profile_images/1262799267564945414/JnelYgzc_normal.png,https://pbs.twimg.com/profile_banners/250684710/1549483888
Douglas L. Foshee,EL PASO CORP,4242,19778,2007,el paso,ElPasoTXGov,elpasotxgov,555221096,City of El Paso,ElPasoTXGov,Visit https://t.co/W5CPHX2qib to view the City of El Paso's Social Media Policy.,"El Paso, TX",https://t.co/G1pcuMZ6RI,16-04-2012,15:53:47 UTC,8940,126,39589,1715,4087,FALSE,TRUE,https://pbs.twimg.com/profile_images/1311035692391239686/keyjpVaB_normal.jpg,https://pbs.twimg.com/profile_banners/555221096/1583445232
David N. Farr,EMERSON ELECTRIC CO,4321,20396,2007,emerson electric,Emerson_news,emerson_news,62622531,Emerson,Emerson_News,"Where technology and engineering come together to create global solutions, driven without compromise for a world in action.
https://t.co/A6haet3XRx","St. Louis, MO USA",https://t.co/a6J1mhAZ7k,03-08-2009,21:09:22 UTC,3132,732,18941,739,900,FALSE,TRUE,https://pbs.twimg.com/profile_images/781164691309662208/xBDw0FsV_normal.jpg,https://pbs.twimg.com/profile_banners/62622531/1476371561
"Bernard J. Duroc-Danner, Ph.D.",WEATHERFORD INTL PLC,4367,15507,2007,weatherford intl plc,WeatherfordCorp,weatherfordcorp,235288742,Weatherford,WeatherfordCorp,"Weatherford is one of the largest multinational oilfield service companies, delivering innovative technologies and services worldwide.",Global,http://t.co/aJeQHHMA0H,07-01-2011,20:34:34 UTC,2935,1228,35653,392,1220,FALSE,TRUE,https://pbs.twimg.com/profile_images/779344162369830912/8jJeUN4I_normal.jpg,https://pbs.twimg.com/profile_banners/235288742/1583413297
Robert W. Best,ATMOS ENERGY CORP,4383,3774,2007,atmos energy,atmosenergy,atmosenergy,29976734,atmosenergy,atmosenergy,"This account is not monitored 24/7. If you smell natural gas or suspect gas leak, leave the area immediately and call our 24/7 emergency line: 866.322.8667.",United States,https://t.co/6GhkOzCXDs,09-04-2009,12:50:58 UTC,6719,2194,4991,2900,1781,FALSE,TRUE,https://pbs.twimg.com/profile_images/727226095498498048/CPyNRIj6_normal.jpg,https://pbs.twimg.com/profile_banners/29976734/1600230187
Richard F. Smith,EQUIFAX INC,4423,29414,2007,equifax,Equifax,equifax,268020193,Equifax Inc.,Equifax,"Equifax is a global information solutions company that uses unique data, analytics, tech & expertise to power organizations and individuals around the world.","Atlanta, GA",https://t.co/wYojyMzF41,18-03-2011,00:38:16 UTC,7613,1883,20776,99,188,FALSE,TRUE,https://pbs.twimg.com/profile_images/1250141995223433216/O4dOkCtu_normal.jpg,https://pbs.twimg.com/profile_banners/268020193/1585316090
Rex W. Tillerson,EXXON MOBIL CORP,4503,26689,2007,exxon mobil,exxonmobil,exxonmobil,36665547,ExxonMobil,exxonmobil,The official Twitter page of Exxon Mobil Corporation. Continue the conversation at https://t.co/Kjb8fyf88V. Direct all inquiries to http://t.co/INDDcFZK8u.,,http://t.co/jdIQKZpPvi,30-04-2009,13:49:24 UTC,7076,278,325585,361,2367,FALSE,TRUE,https://pbs.twimg.com/profile_images/902558084064616448/YTOCYYnn_normal.jpg,https://pbs.twimg.com/profile_banners/36665547/1555601153
"Lewis Hay, III",NEXTERA ENERGY INC,4517,14029,2007,nextera energy,nexteraenergy,nexteraenergy,94190179,"NextEra Energy, Inc.",nexteraenergy,"Leading clean energy company ranked No. 1 in the electric and gas utilities industry on Fortune’s 2019 list of “World’s Most Admired Companies.""","Juno Beach, FL",http://t.co/xzdxHQWsXT,02-12-2009,22:21:59 UTC,189,3,3962,2,122,FALSE,TRUE,https://pbs.twimg.com/profile_images/917416737917849600/0SLRSEN0_normal.jpg,https://pbs.twimg.com/profile_banners/94190179/1507573033
Howard R. Levine,FAMILY DOLLAR STORES,4560,13992,2007,family dollar stores,myfamilydollar,myfamilydollar,144841605,Family Dollar,myfamilydollar,"Welcome to the official Twitter account of Family Dollar, your home for savings on the products you love…all in 280 characters or less!","Chesapeake, VA",https://t.co/sbHMnUDvOa,17-05-2010,12:59:45 UTC,8634,615,46574,3895,2046,FALSE,TRUE,https://pbs.twimg.com/profile_images/458699553458241536/evZeMwhE_normal.jpeg,https://pbs.twimg.com/profile_banners/144841605/1609775352
Frederick W. Smith,FEDEX CORP,4598,341,2007,fedex,FedEx,fedex,134887156,FedEx,FedEx,Connecting people and possibilities around the world. Looking for help? Tweet @FedExHelp.,"Memphis, TN",https://t.co/1FGCiqPOSb,19-04-2010,18:50:24 UTC,21820,17337,310037,16552,5248,FALSE,TRUE,https://pbs.twimg.com/profile_images/1346482373890867200/E137gmzv_normal.png,https://pbs.twimg.com/profile_banners/134887156/1609861413
Terry J. Lundgren,MACY'S INC,4611,14904,2007,macy's,macys,macys,50687788,Macy's,Macys,Must-have fashion & exciting events. Share your fave finds with #macyslove. Need help? DM us.,,https://t.co/3Zs5VqGsK1,25-06-2009,16:13:12 UTC,127778,1146,913120,9437,5301,FALSE,TRUE,https://pbs.twimg.com/profile_images/1203089756910800896/me5MH3ve_normal.jpg,https://pbs.twimg.com/profile_banners/50687788/1609683968
Kevin T. Kabat,FIFTH THIRD BANCORP,4640,14277,2007,fifth third bancorp,FifthThird,fifththird,231213589,Fifth Third Bank,FifthThird,"We’re here to support your banking needs. Visit https://t.co/GZrBD5oIqE for tips and support. Fifth Third Bank, N.A. Member FDIC.","Cincinnati, OH",https://t.co/iwj6gO2Oc3,27-12-2010,22:47:48 UTC,26949,290,38266,8194,1757,FALSE,TRUE,https://pbs.twimg.com/profile_images/1278301553544265728/18edvCHD_normal.jpg,https://pbs.twimg.com/profile_banners/231213589/1585230198
C. Dowd Ritter,REGIONS FINANCIAL CORP,4674,9132,2007,regions financial,askregions,askregions,402318272,Regions Bank,askRegions,"We will respond to tweets Monday-Friday between 8am-5pm CT, and Saturday 8am-12pm.",www.regions.com,https://t.co/7A93mRhOCl,31-10-2011,21:50:02 UTC,50573,287,23037,8129,1630,FALSE,TRUE,https://pbs.twimg.com/profile_images/464120182395240449/k8aaNM3n_normal.jpeg,https://pbs.twimg.com/profile_banners/402318272/1609952728
Robert G. Wilmers,M & T BANK CORP,4699,362,2007,m & t bank,mandt_bank,mandt_bank,82382893,M&T Bank,MandT_Bank,"The official channel for news, community updates and helpful information from M&T Bank. For customer support Mon-Fri 8am-4:30pm EST, tweet @MandT_Help.",,https://t.co/qNJjuEFy4D,14-10-2009,15:17:15 UTC,3880,1590,11233,1599,1236,FALSE,TRUE,https://pbs.twimg.com/profile_images/1229772435374985222/1zIW5Mv4_normal.jpg,https://pbs.twimg.com/profile_banners/82382893/1606323730
Richard K. Davis,U S BANCORP,4723,12469,2007,u s bancorp,usbank,usbank,15577098,U.S. Bank,usbank,"Official account of U.S. Bank NA. Member FDIC. Equal Housing Lender. For banking help, tweet @askusbank.",,https://t.co/2VA098i5xJ,24-07-2008,03:58:55 UTC,28971,1262,41816,5264,1402,FALSE,TRUE,https://pbs.twimg.com/profile_images/960529625188220928/hDC7W9eq_normal.jpg,https://pbs.twimg.com/profile_banners/15577098/1544721193
Alan R. Mulally,FORD MOTOR CO,4839,16436,2007,ford motor,ford,ford,15676492,Ford Motor Company,Ford,We build the most beloved truck on the road. The most iconic American sports car. And the SUV most people think of when they think of an SUV.,"Dearborn, MI",http://t.co/iH1PDCrnh7,31-07-2008,16:07:55 UTC,48408,6,1275791,12140,17035,FALSE,TRUE,https://pbs.twimg.com/profile_images/1275907062929776640/iYWzhZgX_normal.jpg,https://pbs.twimg.com/profile_banners/15676492/1609426280
"Gregory Eugene Johnson, CPA",FRANKLIN RESOURCES INC,4885,20524,2007,franklin resources,FTI_US,fti_us,337853585,Franklin Templeton,FTI_US,Official Franklin Templeton account. For US investors only. Follow us for global investment perspectives.,,https://t.co/CxKYtQDZdM,18-07-2011,17:50:34 UTC,9405,264,98083,5,2704,FALSE,TRUE,https://pbs.twimg.com/profile_images/1278335656436150273/U3S_n_fi_normal.jpg,https://pbs.twimg.com/profile_banners/337853585/1531507726
Craig A. Dubow,TEGNA INC,4988,24463,2007,tegna,tegna,tegna,34123003,TEGNA,TEGNA,"Our purpose is to serve the greater good of our communities – through empowering stories, impactful investigations and innovative marketing services.",,http://t.co/QFlpE86LxW,22-04-2009,01:11:48 UTC,5190,1194,7866,8813,2696,FALSE,TRUE,https://pbs.twimg.com/profile_images/1277602426556727296/wIXmKOp1_normal.jpg,https://pbs.twimg.com/profile_banners/34123003/1552663665
"Glenn K. Murphy, B.A., BA",GAP INC,4990,32632,2007,gap,gap,gap,18462157,Gap,Gap,Optimistic American style.,,https://t.co/QqGd7k4mcu,29-12-2008,22:39:35 UTC,37665,1484,630959,5981,3976,FALSE,TRUE,https://pbs.twimg.com/profile_images/1148300140198989825/B3iDQ8GR_normal.png,https://pbs.twimg.com/profile_banners/18462157/1603213022
Nicholas D. Chabraja,GENERAL DYNAMICS CORP,5046,2723,2007,general dynamics,GDMS,gdms,807586682,General Dynamics Mission Systems,GDMS,"We develop mission critical solutions for those that lead, serve and protect the world we live in. #PlatformsSmarter | We're hiring, follow: @GDMS_Careers",,https://t.co/xdXKApcLKe,06-09-2012,20:55:38 UTC,3182,1980,39316,6239,951,FALSE,TRUE,https://pbs.twimg.com/profile_images/1339272992518524930/UQKDtz5B_normal.jpg,https://pbs.twimg.com/profile_banners/807586682/1585591315
Jeffrey R. Immelt,GENERAL ELECTRIC CO,5047,20859,2007,general electric,generalelectric,generalelectric,267399199,General Electric,generalelectric,"Every minute of every day, GE rises to the challenge of building a world that works.","Boston, MA",http://t.co/EECEbkSre3,16-03-2011,21:58:59 UTC,84271,13304,451951,1786,4761,FALSE,TRUE,https://pbs.twimg.com/profile_images/1203327195105681408/MZGt7anQ_normal.jpg,https://pbs.twimg.com/profile_banners/267399199/1600269334
Kendall J. Powell,GENERAL MILLS INC,5071,28542,2007,general mills,generalmills,generalmills,280557152,General Mills,GeneralMills,"News/information from General Mills. Learn more at https://t.co/K7ale2Yhbq, https://t.co/brNL7A0kV1 and https://t.co/Q8ZoS4kQLA",Minneapolis,https://t.co/brNL7A0kV1,11-04-2011,15:26:07 UTC,20837,39,99555,7856,3856,FALSE,TRUE,https://pbs.twimg.com/profile_images/892805891627466752/4Nn5KUMb_normal.jpg,https://pbs.twimg.com/profile_banners/280557152/1607608619
"G. Richard Wagoner, Jr.",GENERAL MOTORS CO,5073,2767,2007,general motors,gm,gm,10850192,General Motors,GM,"We’re on a journey to create a world with zero crashes, zero emissions and zero congestion. See how we’ll get there. Privacy Statement: https://t.co/u3I3TbTZSR","Detroit, MI",https://t.co/LFnVrYy6kW,04-12-2007,20:43:28 UTC,17220,6123,754303,2232,2370,FALSE,TRUE,https://pbs.twimg.com/profile_images/1347650273397919745/-CiTPU1w_normal.png,https://pbs.twimg.com/profile_banners/10850192/1610130033
Robert J. Keegan,GOODYEAR TIRE & RUBBER CO,5234,18561,2007,goodyear tire & rubber,Goodyear,goodyear,1578583062,Goodyear,goodyear,The official Goodyear Tire & Rubber Co Twitter account affiliated with @GoodyearBlimp and @GoodyearRacing. Wishing you all a #Goodyear.,On roads everywhere..,https://t.co/8P4e8aeuG8,08-07-2013,20:52:57 UTC,1977,470,37488,4562,849,FALSE,TRUE,https://pbs.twimg.com/profile_images/954462463201693697/KjS76bom_normal.jpg,https://pbs.twimg.com/profile_banners/1578583062/1579020851
Richard Lee Keyser,GRAINGER (W W) INC,5256,2276,2007,grainger (w w),grainger,grainger,155541003,Grainger,grainger,Grainger is here for you—the hard-working people who keep facilities running and workers working day and night.,,http://t.co/DYMHuTcb6f,14-06-2010,12:24:15 UTC,9574,1214,26449,2421,2153,FALSE,TRUE,https://pbs.twimg.com/profile_images/605747485475115008/V335p_ty_normal.jpg,https://pbs.twimg.com/profile_banners/155541003/1554150518
"David John Lesar, CPA",HALLIBURTON CO,5439,12690,2007,halliburton,halliburton,halliburton,288290125,Halliburton,Halliburton,One of the world's largest providers of products and services to the energy industry.,,http://t.co/UTBSA3GYcb,26-04-2011,15:51:09 UTC,2299,105,59581,20,1142,FALSE,TRUE,https://pbs.twimg.com/profile_images/935635511980515329/q_-snprb_normal.jpg,https://pbs.twimg.com/profile_banners/288290125/1577808351
Alfred Joseph Verrecchia,HASBRO INC,5518,1408,2007,hasbro,hasbro,hasbro,78482616,Hasbro,Hasbro,Creating the world's best play and entertainment experiences.,,https://t.co/QCURRv4j1w,30-09-2009,01:57:17 UTC,12606,577,163432,3742,2579,FALSE,TRUE,https://pbs.twimg.com/profile_images/1346520440110534656/8H-1sjH1_normal.jpg,https://pbs.twimg.com/profile_banners/78482616/1608667229
William R. Johnson,KRAFT HEINZ CO,5568,3847,2007,kraft heinz,KraftHeinzCo,kraftheinzco,114816952,The Kraft Heinz Company,KraftHeinzCo,News & information from #HereAtKraftHeinz,"Chicago, IL",https://t.co/9xwFGsrRQy,16-02-2010,18:10:32 UTC,2336,57,19369,1146,147,FALSE,TRUE,https://pbs.twimg.com/profile_images/1291077192005419009/pr3WF0oz_normal.jpg,https://pbs.twimg.com/profile_banners/114816952/1607391738
Craig A. Rogerson,HERCULES INC,5589,23410,2007,hercules,cfhercules,cfhercules,216385346,Hércules CF Oficial,cfhercules,Bienvenidos al Twitter oficial del Hércules de Alicante C.F. Síguenos también en Facebook https://t.co/AGcSuErNmP,,https://t.co/cpkEqeKi96,16-11-2010,15:41:50 UTC,31771,190,78228,177,10385,FALSE,TRUE,https://pbs.twimg.com/profile_images/1186296629474791425/a9SgnXjq_normal.jpg,https://pbs.twimg.com/profile_banners/216385346/1562276047
Richard H. Lenny,HERSHEY CO,5597,16575,2007,hershey,hersheys,hersheys,300878069,HERSHEY'S,Hersheys,We’re here to bring people together through the power of chocolate. #heartwarmingtheworld,"Hershey, Pennsylvania",https://t.co/prHiY1781D,18-05-2011,14:19:04 UTC,20810,5256,254912,4354,2975,FALSE,TRUE,https://pbs.twimg.com/profile_images/1268205157030014976/cO0BEs3O_normal.jpg,https://pbs.twimg.com/profile_banners/300878069/1578067357
Mark Vincent Hurd,HP INC,5606,18929,2007,hp,HP,hp,17193794,HP,HP,"Engineering experiences that amaze. We create technology with a purpose: to make life better for everyone, everywhere. #KeepReinventing.",USA,http://t.co/YtP9go2y8e,05-11-2008,18:01:46 UTC,38404,2524,1094861,8611,3685,FALSE,TRUE,https://pbs.twimg.com/profile_images/1128657511832223744/5rd-LGsX_normal.png,https://pbs.twimg.com/profile_banners/17193794/1605030998
Christopher J. Nassetta,HILTON WORLDWIDE HOLDINGS,5643,31068,2012,hilton worldwide holdings,Hilton,hilton,36504210,Hilton,Hilton,"Wherever you #travel, we’ll meet you there with a global portfolio of hotels you can count on. #HiltonMemories",Worldwide,https://t.co/6mDcI1jCAi,29-04-2009,22:30:09 UTC,79755,842,13793,674,997,FALSE,TRUE,https://pbs.twimg.com/profile_images/1204422393239932929/9kynYAYg_normal.jpg,https://pbs.twimg.com/profile_banners/36504210/1600977323
Francis S. Blake,HOME DEPOT INC,5680,24762,2007,home depot,HomeDepot,homedepot,14791918,The Home Depot,HomeDepot,Helping doers in their home improvement projects. Visit @HDCares for Customer Care support.,Your Local Store,https://t.co/RuLp6Y7QY3,15-05-2008,23:17:44 UTC,23376,30892,404280,2921,4049,FALSE,TRUE,https://pbs.twimg.com/profile_images/907958185394184192/TakPZDxd_normal.jpg,https://pbs.twimg.com/profile_banners/14791918/1609858058
Jeffrey M. Ettinger,HORMEL FOODS CORP,5709,27334,2007,hormel foods,HormelFoods,hormelfoods,12494562,Hormel Foods,HormelFoods,"Official tweets of Hormel Foods Corporation - Inspired People. Inspired Food.™

©Hormel Foods, LLC","Austin, MN",http://t.co/q2eEBE7PWm,21-01-2008,14:29:19 UTC,15976,1545,63856,7671,5119,FALSE,TRUE,https://pbs.twimg.com/profile_images/777909731247595520/AWx_59b4_normal.jpg,https://pbs.twimg.com/profile_banners/12494562/1549571561
Frits D. van Paasschen,STARWOOD HOTELS&RESORTS WRLD,5723,29791,2007,starwood hotels&resorts wrld,sheratonhotels,sheratonhotels,153833998,Sheraton,sheratonhotels,Where the world comes together.     Member of @marriottbonvoy.,,http://www.sheraton.com,09-06-2010,17:18:23 UTC,13617,406,80365,5003,858,FALSE,TRUE,https://pbs.twimg.com/profile_images/1113086086002171906/fYbrDLau_normal.png,https://pbs.twimg.com/profile_banners/153833998/1527782382
Thomas E. Hoaglin,HUNTINGTON BANCSHARES,5786,2426,2007,huntington bancshares,huntington_bank,huntington_bank,78067917,Huntington Bank,Huntington_Bank,Official Twitter feed for Huntington Bank. Member FDIC. https://t.co/wRyH3jl2s0,"OH, IN, IL, MI, KY, PA, WI, WV",https://t.co/VQrnnMv03r,28-09-2009,17:20:41 UTC,6656,1568,21169,3179,976,FALSE,TRUE,https://pbs.twimg.com/profile_images/1278387291900256257/VGNu5nFL_normal.jpg,https://pbs.twimg.com/profile_banners/78067917/1607547184
Steven R. Loranger,ITT INC,5860,26006,2007,itt,itttech,itttech,431580008,ITT Tech,ITTTech,The ITT Technical Institutes are educators helping people build a foundation for the rest of their lives. Tweets made by the ITT Tech Communications Team.,Over 130 Locations and Online,http://t.co/bOJ2vZYO0j,08-12-2011,12:58:16 UTC,2997,1273,6305,1104,819,FALSE,TRUE,https://pbs.twimg.com/profile_images/1690870498/logo-ITTtech_normal.jpg,https://pbs.twimg.com/profile_banners/431580008/1450456867
Paul S. Otellini,INTEL CORP,6008,14770,2007,intel,intel,intel,2803191,Intel,intel,"Intel news, views & events about global tech innovation. Looking for support? Tweet @IntelSupport","Santa Clara, California",https://t.co/5NaT726h32,29-03-2007,07:22:48 UTC,15853,1370,4875877,9481,3980,FALSE,TRUE,https://pbs.twimg.com/profile_images/1301199561713541120/7dPeX1gK_normal.png,https://pbs.twimg.com/profile_banners/2803191/1599065126
Michael Isor Roth,INTERPUBLIC GROUP OF COS,6136,20069,2007,interpublic group ofs,InterpublicIPG,interpublicipg,378077984,Interpublic Group,InterpublicIPG,"Values-based, Data-fueled, Creatively-driven since 1961.","New York, NY",http://t.co/tuBxH0pV1p,22-09-2011,16:11:05 UTC,7960,641,13221,4069,735,FALSE,TRUE,https://pbs.twimg.com/profile_images/897910536599478272/eknAaa2O_normal.jpg,https://pbs.twimg.com/profile_banners/378077984/1508966653
William C. Weldon,JOHNSON & JOHNSON,6266,18551,2007,johnson & johnson,JNJNews,jnjnews,20457806,Johnson & Johnson,JNJNews,"At Johnson & Johnson, we blend heart, science and ingenuity to profoundly change the trajectory of health for humanity. Follow us to learn more and connect.",,https://t.co/4xkBW6xaPT,09-02-2009,19:12:13 UTC,14442,2488,213937,3129,4644,FALSE,TRUE,https://pbs.twimg.com/profile_images/1101560913885315074/9KHsZD7M_normal.png,https://pbs.twimg.com/profile_banners/20457806/1426096853
John M. Barth,JOHNSON CONTROLS INTL PLC,6268,1472,2007,johnsonntrols intl plc,johnsoncontrols,johnsoncontrols,1280469980,Johnson Controls,johnsoncontrols,"105,000 experts globally, dedicated to protecting the environment in a 150 countries & 130 years of innovation, we are the power behind our customers’ mission.","Milwaukee, WI",https://t.co/hFzwo3Z4Nm,19-03-2013,13:43:00 UTC,3620,622,27872,596,2230,FALSE,TRUE,https://pbs.twimg.com/profile_images/1314546392522805250/2gyISJNX_normal.jpg,https://pbs.twimg.com/profile_banners/1280469980/1570022599
Richard P. Wallace,KLA CORP,6304,25626,2007,kla,ktla,ktla,10252962,KTLA,KTLA,"KTLA has been keeping Southern California informed since 1947. 

Have great video, photos or story tips? Share with us using #ktla.","Los Angeles, CA",http://t.co/ZgOP41jU0Y,14-11-2007,17:43:42 UTC,228793,775,837395,1568,47690,FALSE,TRUE,https://pbs.twimg.com/profile_images/809849913240481792/YQ0aT9hv_normal.jpg,https://pbs.twimg.com/profile_banners/10252962/1369959990
Allan Douglas-David MacKay,KELLOGG CO,6375,23139,2007,kellogg,KelloggCompany,kelloggcompany,454213077,Kellogg Company,KelloggCompany,Corporate news from our global HQ in the U.S. Product question? Visit: http://t.co/sKcVDx76xL,"Battle Creek, MI, USA",http://t.co/bRltIn8kjJ,03-01-2012,19:03:03 UTC,3277,522,76231,1806,803,FALSE,TRUE,https://pbs.twimg.com/profile_images/1328428580909555722/2fUB14wd_normal.png,https://pbs.twimg.com/profile_banners/454213077/1591192375
David B. Dillon,KROGER CO,6502,2771,2007,kroger,kroger,kroger,36359791,Kroger,kroger,Fresh food. Fresh takes. Fresh For Everyone. 🥬🍔🍎🥑🥐🧁🥒🛒,United States,https://t.co/4HKQ5Hmonb,29-04-2009,13:44:43 UTC,100850,274,161019,62886,2946,FALSE,TRUE,https://pbs.twimg.com/profile_images/1318904381425713153/bD-tF2_j_normal.jpg,https://pbs.twimg.com/profile_banners/36359791/1606760817
Abhijit Y. Talwalkar,LSI CORP,6529,29613,2007,lsi,TulsiGabbard,tulsigabbard,26637348,Tulsi Gabbard 🌺,TulsiGabbard,"former US Presidential candidate. Congresswoman. Wife. Sister. Veteran. Soldier. Surfer. Plant-based foodie.
#StandWithTulsi #EndWastefulWars",Hawai'i,https://t.co/KJNRNX9REy,26-03-2009,00:14:32 UTC,10683,2573,1000446,6346,1610,FALSE,TRUE,https://pbs.twimg.com/profile_images/1216174212517388288/52ugsj_B_normal.jpg,https://pbs.twimg.com/profile_banners/26637348/1602207335
Stuart A. Miller,LENNAR CORP,6669,10425,2007,lennar,lennar,lennar,15397465,Lennar,Lennar,"Lennar is a national homebuilding company, offering new homes across America in the most desirable real estate markets.",Founded in 1954 in Miami FL,http://t.co/XYmqJaHmzg,11-07-2008,22:13:09 UTC,29053,164079,252922,191,7597,FALSE,TRUE,https://pbs.twimg.com/profile_images/578989993219088384/tKVH4Wi4_normal.jpeg,https://pbs.twimg.com/profile_banners/15397465/1496336367
Sidney Taurel,LILLY (ELI) & CO,6730,2773,2007,lilly (eli) &,LillyPad,lillypad,172496840,Eli Lilly and Company,LillyPad,Lilly unites caring with discovery to create medicines that make life better for people around the world. https://t.co/9QEZusdKd9,"Indianapolis, IN",https://t.co/gOf6Tnvkbv,29-07-2010,21:24:18 UTC,21335,1346,126622,2028,2086,FALSE,TRUE,https://pbs.twimg.com/profile_images/922783622033281024/x0mEGajw_normal.jpg,https://pbs.twimg.com/profile_banners/172496840/1586972509
Jon Andrew Boscia,LINCOLN NATIONAL CORP,6742,2782,2007,lincoln national,LincolnUSForest,lincolnusforest,369527014,Lincoln National Forest,LincolnUSForest,"Lincoln National Forest
3463 Las Palomas Rd
Alamogordo, NM 88310
575-434-7200",Southern New Mexico,http://t.co/vFhCDbNoRe,07-09-2011,14:23:04 UTC,699,36,1155,24,77,FALSE,TRUE,https://pbs.twimg.com/profile_images/1224794837578178560/zPi-WKZ0_normal.png,https://pbs.twimg.com/profile_banners/369527014/1556214298
William L. McComb,KATE SPADE & CO,6768,30991,2007,kate spade &,katespadeny,katespadeny,39601084,kate spade new york,katespadeny,"who we are is intertwined with who you are. we are all the heroines of
our own stories. we are kate spade new york.","new york, ny",http://t.co/Z7gaA4QwT1,12-05-2009,21:29:50 UTC,19300,497,826755,3973,3637,FALSE,TRUE,https://pbs.twimg.com/profile_images/1089830338266910720/MdHLO36__normal.jpg,https://pbs.twimg.com/profile_banners/39601084/1548670753
