Company,Handle,Twitter_Descr,verified
KELLOGG CO,CelesteKellogg,Singer Songwriter. Weather nerd. Beach lover. 🏝💙🌊 Stream my EP #KeepItOnRepeat NOW ➡️  https://t.co/qKYmeniozq 💿🔁🎶,True
KELLOGG CO,KelloggsUKI,"Instagram: https://t.co/K719lBNPrd 

Need a hand with something?@kelloggshelp_uk is on hand and happy to assist with any queries!",True
KELLOGG CO,jordankellogg,Senior news director for digital @enquirer. Thinking of a master plan. https://t.co/mDBCcYYlHL Rules Everything Around Me.,True
KELLOGG CO,paperhaus,"Carolyn Kellogg, MFA. Writer, etc. Former books editor, LA Times. Latest: on Paul Farmer's FEVERS FEUDS & DIAMONDS in the Boston Globe https://t.co/oBjEo4BAC8",True
KELLOGG CO,pang,"Editorial Director of Digital, America's Test Kitchen | Kellogg MBA '22 | Contributor: NYT Magazine | Director https://t.co/TG0HOynCRf on Amazon Prime",True
KELLOGG CO,ghanshyamtiwari,Founder https://t.co/jhTvLeDO2s Covid-19 National Action Group | Building India in Education/Politics l From GoodEd SP Harvard Kellogg IIM NIT KV |Ex JDU LSE McKinsey Intel,True
KIMBERLY-CLARK CORP,KCCorp,Kimberly-Clark and our well-known brands are passionate about providing you with the essentials for a better life.,True
KROGER CO,kroger,Fresh food. Fresh takes. Fresh For Everyone. 🥬🍔🍎🥑🥐🧁🥒🛒,True
KROGER CO,KrogerNews,"Corp. Announcements, Breaking News, Sustainability and Community Updates from The Kroger Co. and our Family of Stores. Visit @Kroger for Customer Service.",True
LENNAR CORP,Lennar,"Lennar is a national homebuilding company, offering new homes across America in the most desirable real estate markets.",True
LILLY (ELI) & CO,LillyPad,Lilly unites caring with discovery to create medicines that make life better for people around the world. https://t.co/9QEZusdKd9,True
LILLY (ELI) & CO,LillyCareers,Lilly unites caring with discovery to create medicines that make life better for people around the world. Join us! Contact + community: https://t.co/kmcZ4vksWQ,True
L BRANDS INC,MDLZ,Official home for news about Mondelēz International and our iconic brands. We empower people to snack right around the world! DM for product questions.,True
MATTEL INC,Mattel,We are a creations company that inspires the wonder of childhood!,True
MCDONALD'S CORP,McDonaldsCorp,"We’re feeding and fostering communities around the world. Follow along for updates from McDonald's.

For customer service support, visit: https://t.co/rJg2eBuxTH",True
MEDTRONIC PLC,Medtronic,"A global healthcare solutions company — committed to improving lives through our medical technologies, services, and solutions.  https://t.co/iIsZotRH8F",True
MERCK & CO,Merck,We have always been and always will be inventing for the single greatest purpose: Life. Intended for U.S. residents only. FLS: https://t.co/unmH53cudx,True
MERCK & CO,MerckforMothers,@Merck's initiative helping create a world where no woman has to die giving life. Page intended for US & Canada residents only. #MomEffect https://t.co/25NKr5gYpP,True
MERCK & CO,USMerckProducts,Official Merck site for product info. US residents only. Tweets with an enduring focus on products and disease areas. https://t.co/25NKr5gYpP,True
MERCK & CO,MerckManualPro,"Now online, the Manual has been trusted by med pros for 100+ yrs. This site is intended only for residents of the US & its territories https://t.co/7E9xWA9zUg",True
MERCK & CO,merckgroup,"A leading science and technology company in healthcare, life science, performance materials. Not intended for US&CA visitors. https://t.co/wh24XCVhmE",True
MERCK & CO,MerckManualHome,An online medical guide for the whole family. This site is intended only for residents of the US & its territories. https://t.co/7E9xWA9zUg,True
MERCK & CO,EMDSerono,"EMD Serono, the North America biopharma business of Merck KGaA, Darmstadt, Germany (@EMDGroup). Committed to transforming lives.
CGs: https://t.co/6ltQMbSTwi",True
MERCK & CO,merck_es,"Somos la compañía de ciencia y tecnología con más experiencia del mundo (desde 1668), con presencia en 66 países y 57.000 empleados. https://t.co/ajZL4Wq0ve",True
MERCK & CO,MSDintheUK,MSD’s official UK Twitter. Intended for UK residents only. Hear about our commitment to saving & improving lives. Read our community guidelines: https://t.co/6Pt9r8A6oC,True
MEREDITH CORP,MeredithCorp,"Meredith is the leading media and marketing company inspiring 190 million American consumers every month, including nearly 95% of U.S. Millennial Women.",True
MERRILL LYNCH & CO INC,MerrillLynch,Merrill Lynch provides timely stats and strategies to help you pursue your financial goals. Follow us to get started. Disclosures: https://t.co/Xx7Jqjk4RW,True
MICRON TECHNOLOGY INC,MicronTech,We're accelerating the transformation of information to intelligence.,True
3M CO,3M,"Here, we innovate with purpose & use #science every day to create real impact in every life around the world. #LifeWith3M",True
3M CO,3MAuto,We believe in advancing your automotive life through smarter solutions through science. https://t.co/jP0vslsPrZ Phone: 1-877-MMM-CARS,True
3M CO,3MJapan,"３Mのサイエンスで、社会と暮らしを、もっと豊かに。
◆ 製品・サービスに関するお問い合わせはこちら https://t.co/fn2L0VDS8W 
◆Facebook：https://t.co/ctoFskESXM",True
3M CO,codeofvets,501c3 EIN 32-0582177 using social media platforms to help veterans in crisis/need.$3M+ in 2.3 yrs 2% operating cost https://t.co/Rq7WCFxGY6 #codeofvets,True
3M CO,3MEspana,Cuenta oficial de 3M España: innovación responsable al servicio de la sociedad. Información y contacto: http://t.co/4apXbeYBQX,True
MOTOROLA SOLUTIONS INC,MotoSolutions,"#MotorolaSolutions, a global leader in mission-critical communications and analytics, makes cities safer and help communities and businesses thrive.",True
MOTOROLA SOLUTIONS INC,Moto,"Official motorola Global Twitter! Get the lowdown on everything you need to know - from new product launches, exclusive access to unique content & more.",True
MYLAN NV,MylanNews,"We have combined with Upjohn, formerly a division of Pfizer, and are now @ViatrisInc Follow along on our new journey. https://t.co/25nB2194BV",True
BANK OF AMERICA CORP,BankofAmerica,"The power to connect with people and exchange ideas. For account issues, please use @BofA_Help",True
BANK OF AMERICA CORP,BofA_News,The power to get the latest 𝙣𝙚𝙬𝙨 📰 and 𝙞𝙣𝙛𝙤𝙧𝙢𝙖𝙩𝙞𝙤𝙣 💻 and 𝙨𝙩𝙖𝙮 𝙘𝙤𝙣𝙣𝙚𝙘𝙩𝙚𝙙 with Bank of America during the #𝗗𝗮𝘃𝗼𝘀𝗔𝗴𝗲𝗻𝗱𝗮.,True
BANK OF AMERICA CORP,BofA_Tips,Great news: our money management tips (including #BetterMoneyHabits) will now run on @BankofAmerica.  We are retiring this account.,True
NEW YORK TIMES CO,nytimes,News tips? Share them here: https://t.co/ghL9OoYKMM,True
NEW YORK TIMES CO,nytimesworld,World news from The New York Times. Follow our journalists here: https://t.co/dZjTQkxoyM,True
NEW YORK TIMES CO,nytimesmusic,"Music reviews, news and more from the @nytimes pop music staff. Get our weekly newsletter: https://t.co/gFuzhGRL0H",True
NEW YORK TIMES CO,nytpolitics,"A fast-paced feed of news, analysis and dispatches from The New York Times political team. Sign up for the On Politics email: https://t.co/aKaal1cmqv",True
NEW YORK TIMES CO,nytvideo,All the news that's fit to watch. News + Visual Investigations + Dispatches + Series | Videos from @nytimes. Subscribe on YouTube: https://t.co/HHRsQU5MBN.,True
NEW YORK TIMES CO,jmartNYT,"Nat'l Political Correspondent, NY Times. Husband of the incomparable @bfischermartin. Email: https://t.co/YoeNWfXIdo",True
NEW YORK TIMES CO,SamSifton,"Assistant Managing Editor, The New York Times. New book coming, pre-order now: https://t.co/3lByjW1xuG",True
NEW YORK TIMES CO,kimseverson,"Food correspondent for The New York Times. Body in the South, head in NYC, heart in SF. https://t.co/q6v9BY4L32",True
NEW YORK TIMES CO,NYTimesPR,Press inquiries: booking@nytimes.com. Contact @NYTcare or help@nytimes.com for tech/sub issues. More contacts at: https://t.co/Eau4LdYK0n,True
NEW YORK TIMES CO,NYTmag,Stories from the Sunday Magazine. We're on email too: https://t.co/z59XgaFsDT,True
NEW YORK TIMES CO,CRTejada,"Deputy Asia Editor, @nytimes. Former @WSJ, permanent #Jayhawk. 歪果仁. Chinese is hard. PGP: https://t.co/SqWxktlCLQ…",True
NEW YORK TIMES CO,tmagazine,Of @nytimes fame. Follow @Tmagazine on Instagram: https://t.co/zW324YWSAw,True
NEW YORK TIMES CO,julianbarnes,Intel & NatSec reporter for @nytimes (with a bit of an obsession with NATO and chickens). ex-WSJ at the Pentagon & in Brussels. Stories: https://t.co/3CPDNEm6Ac,True
NEW YORK TIMES CO,georgegustines,I work at The New York Times and write about comics often. Byline scrapbook: https://t.co/9jFEcZx0JY,True
NEW YORK TIMES CO,anthonyjeselnik,"""Tall and trim, with the sculpted features of a model, Jeselnik appears far too handsome to be a comic""-The New York Times

https://t.co/BcrFoN2Wi2",True
NIKE INC,Nike,#BlackLivesMatter,True
NIKE INC,nikefootball,,True
NIKE INC,nikestore,Your online provider for Nike products worldwide.,True
NIKE INC,nikebasketball,Smooth and Steady. Learn more about the PG 5.,True
NIKE INC,Withrow26,"Nike, Inc. /// Bamboozled my way into MLS for a minute",True
NIKE INC,ClementDaguin9,"Former Pro Rugby Player @SFParisRugby & Marketing Director at Zelus, Authorized Licensee of Nike Inc",True
EVERSOURCE ENERGY,EversourceCorp,"Eversource is New England's largest energy delivery company. For state-specific updates, please follow: @EversourceCT, @EversourceMA, and @EversourceNH.",True
EVERSOURCE ENERGY,EversourceNH,Eversource is New England's largest energy delivery company. Follow this account for NH-specific news and updates.,True
EVERSOURCE ENERGY,EversourceCT,Eversource is New England's largest energy delivery company.,True
EVERSOURCE ENERGY,EversourceMA,Eversource is New England's largest energy delivery company. Follow this account for MA-specific news and updates.,True
NORTHROP GRUMMAN CORP,northropgrumman,"Northrop Grumman solves the toughest problems in space, aeronautics, defense and cyberspace to meet the ever-evolving needs of our customers worldwide.",True
NORTHROP GRUMMAN CORP,NG_Careers,"Official profile for careers at @NorthropGrumman Corporation, a leading global security company. Follow us and discover how you can do work that matters.",True
WELLS FARGO & CO,WellsFargo,"Follow along for all the latest company news and updates. For customer service queries, please follow @Ask_WellsFargo.",True
WELLS FARGO & CO,Ask_WellsFargo,"We’re here to listen, learn & lend a hand on Twitter 7 days a week. Ask us your banking questions & follow us for helpful tips & info about products & services.",True
PG&E CORP,PGE4Me,"The official account of Pacific Gas and Electric Company. For emergency assistance call 911, for non-emergencies: 1-800-743-5000.",True
PEPSICO INC,PepsiCo,"News, innovation, global inspiration & more from @PepsiCo",True
APPLIED BIOSYSTEMS INC,thermofisher,"Thermo Fisher Scientific Inc. is the world leader in serving science. Our mission is to enable our customers to make the world healthier, cleaner and safer.",True
PFIZER INC,pfizer,Breakthroughs that change patients' lives. Visit https://t.co/YjZgM19rTC to learn more. https://t.co/K5kUC0gbrs,True
PFIZER INC,pfizer_news,"The official Twitter channel dedicated to media announcements & investor communications from Pfizer Inc. To see all of our Tweets, please follow @pfizer.",True
PFIZER INC,Pfizer_UK,Breakthroughs that change patients' lives. Follow for all the latest from Pfizer UK. Community guidelines: https://t.co/1YP0TDSLI5,True
PFIZER INC,PfizerEUPolicy,Pfizer EU team based in #Brussels. We engage on #EU policies for the benefit of #patients and #innovation. Want to connect? Here is how: https://t.co/JWWSyHYztS,True
PFIZER INC,PfizerCongress,News and information for healthcare professionals about Pfizer’s presence at scientific congresses. Please read: https://t.co/lBRl0hJo6K,True
PFIZER INC,Pfizer_Ireland,The official Twitter account for Pfizer  Ireland. Please read our Twitter Terms of Use here: http://t.co/TVPBegA3D6,True
PFIZER INC,PfizerNL,"Officiële NL Twitter-kanaal van Pfizer. Doorbraken die de levens van patiënten veranderen, daar werken wij aan. Zie hier onze gebruiksvoorwaarden https://t.co/aJMNRWhEky",True
PFIZER INC,MylanNews,"We have combined with Upjohn, formerly a division of Pfizer, and are now @ViatrisInc Follow along on our new journey. https://t.co/25nB2194BV",True
CONOCOPHILLIPS,conocophillips,We exist to power civilization - Tweets from the ConocoPhillips communications team,True
PVH CORP,PVHCorp,"The Power of Us. The Power of PVH: CALVIN KLEIN, TOMMY HILFIGER, Van Heusen, IZOD, ARROW, Warner’s, Olga, Geoffrey Beene, True&Co",True
PROCTER & GAMBLE CO,ProcterGamble,"All day, every day, P&G people are stepping forward and serving others as a #ForceForGood. Improving everyday life since 1837. #LeadWithLove",True
PROCTER & GAMBLE CO,PGUK,News from P&G UK & Ireland and our family of trusted brands. If you have a product query please contact our team on 0080077628371 or at https://t.co/hpWYtiuaku,True
PULTEGROUP INC,PulteHomes,Pulte Homes are built for life and how you live it! Homeowner assistance: socialcare@pultegroup.com.,True
AUTONATION INC,CEOMikeJackson,"Executive Chairman and CEO of AutoNation, Inc.",True
ROCKWELL AUTOMATION,ROKAutomation,Rockwell Automation Inc. (NYSE: ROK) We are #ExpandingHumanPossibility by connecting the imaginations of people with the potential of technology,True
SAFEWAY INC,Safeway,"We're a part of your neighborhood, providing fresh ingredients and more ways to save. https://t.co/by9SDvE9Na",True
SCHERING-PLOUGH,Merck,We have always been and always will be inventing for the single greatest purpose: Life. Intended for U.S. residents only. FLS: https://t.co/unmH53cudx,True
SHERWIN-WILLIAMS CO,SherwinWilliams,"Your neighborhood store for paints, stains, supplies and color. 🎨 Share your project pics using #SWColorLove. 🛒 Order online: https://t.co/up76zy2Uzv",True
KEYCORP,keybank,Helping our communities and clients get ready for tomorrow. Contact customer service @KeyBank_Help. Images shared may be used for marketing. Member FDIC,True
SOUTHERN CO,Lauren_Southern,WATCH CROSSFIRE: https://t.co/fk78dtBzjk Best Selling Author. Sky News Contributor. Filmmaker. Insta: @laurencheriie https://t.co/O7SDUxCLDH,True
SOUTHERN CO,GMSRailway,"Official Handle of Southern Railway 

  Service With Commitment; 
  Progress With Pride!

Facebook 
https://t.co/hWfni4VyVf",True
SOUTHERN CO,CSAIRGlobal,"Wake up somewhere new with CSAir, Asia’s most trusted airline. With over 1000 destinations and 800 aircraft, hop onboard for your next big adventure.",True
SOUTHERN CO,RTCSNV,"The RTC is the transit authority, traffic management & transportation planning agency for SNV. Follows/RTs ≠ endorsement. Social Policy https://t.co/ifqLCbwA4G",True
SOUTHERN CO,dailyecho,The Southern Daily Echo newspaper in Southampton. See all our accounts at https://t.co/lsagPPNrZ1 and like us at https://t.co/tFh0p26pe9,True
SOUTHERN CO,SouthernWater,"We're here to help Monday-Friday 8am-7pm, and Saturday 8:30am-2pm.
We use market research tools to improve our service. For more, visit: https://t.co/DlMOayFGp2",True
SOUTHERN CO,VALasVegas,"VA Southern Nevada Healthcare System:
Health benefits info from the VHA, US Department of Veterans Affairs. Our Twitter Policy: http://t.co/VNWP0lzhcW",True
SOUTHERN CO,YourSSE,"Worried about Coronavirus? Find our FAQs online now: https://t.co/HAn6fb1c8m

We’re here to help.",True
SOUTHERN CO,SMUBasketball,"Official account of SMU Men's Basketball. Head Coach is @CoachJankSMU. #PonyUp
https://t.co/Yn250jmC2r",True
SOUTHERN CO,SUUThunderbirds,The official Twitter account for Southern Utah Athletics | Big Sky Conference Member | Tickets available at https://t.co/PVdH7qJIQE | #TBirdNation | #StormTheSky🌩,True
SOUTHWEST AIRLINES,SouthwestAir,"We run on #SouthwestHeart! Follow to see more from the best Employees and Customers in the world. For a formal response, please use the link provided.",True
SOUTHWEST AIRLINES,swapapilots,The Union representing the Pilots of Southwest Airlines.,True
AT&T INC,ATT,Our mission is keeping you connected to the things you love. Our passion is making a difference. We stay connected together.,True
AT&T INC,attcyber,AT&T Cybersecurity helps make your network more resilient to overcome the cybersecurity threats that are now part of modern business.,True
AT&T INC,ItsOnATT,Get the best of live & on demand on all your favorite screens with AT&T TV 📺 It’s everything you want from TV ✨,True
AT&T INC,attJOBS,This is where it all happens ­– with a team unlike any other. Keep in touch to learn everything about #LifeAtATT.,True
AT&T INC,github,"How people build software. 

Need help? Send us a message at https://t.co/YU5nzbpDIg for support.",True
AT&T INC,ASUS,"Official ASUS Twitter. Get the scoop on products, updates and contests. You can also ask us your questions at http://t.co/u3gm4QC9lK",True
AT&T INC,GeneralMills,"News/information from General Mills. Learn more at https://t.co/K7ale2Yhbq, https://t.co/brNL7A0kV1 and https://t.co/Q8ZoS4kQLA",True
AT&T INC,AskeBay,@AskeBay support hours are from 6AM to 6PM PT - 7 days a week! For help outside of these hours contact eBay Customer Service at https://t.co/KkLYPAhIHT,True
AT&T INC,frogdesign,frog is a leading global design and strategy consultancy helping businesses bring bold ideas to life. Learn more at https://t.co/ljYfosqFeI,True
AT&T INC,IFTTT,"Every thing works better together.
 
Get help at https://t.co/s6FI5snXQr
Build on https://t.co/XAKs80ZGat",True
AT&T INC,eBayDealsCanada,"Deep Discounts, Top Brands, Free Shipping! No membership needed for special pricing at eBay Deals. Check out new deals EVERY DAY at https://t.co/nzN89ktNVa.",True
AT&T INC,belk,"Welcome to Belk, where shopping is fun and saving is simple. Get help at https://t.co/YJ0pAajtcV and follow @belkcareers for job opportunities.",True
AT&T INC,potatorolls,Official Twitter for Martin's Potato Rolls: #1 Branded Burger Bun in America! On Instagram: @potatorolls & FB at: https://t.co/VCwWIpR63G,True
AT&T INC,payoff,Say goodbye to credit card debt and hello to a happier you! Pay off your credit cards today at https://t.co/8dZ8vuUmlA. Payoff by @happymoney,True
AT&T INC,airtransat,We’re here to help 7 days/7 4am-8pm EDT. Pls DM your personal info. / Nous sommes ici pour aider 7 jrs/7 4h-20h HAE. Infos perso par MP svp. #ExperienceTransat,True
AT&T INC,wwt_inc,WWT provides innovative technology and supply chain solutions to organizations around the globe. Visit our platform at https://t.co/0g5ueJsgEA. #SiliconValleyinSTL,True
STANLEY BLACK & DECKER INC,StanleyBlkDeckr,Stanley Black & Decker provides the tools and innovative solutions you can trust to get the job done — and we have since 1843. #ForThoseWhoMakeTheWorld,True
PUBLIC STORAGE,PublicStorage,"Public Storage has thousands of self-storage locations nationwide, for when you move or just need a little more space. Call 866-687-5396 to reserve or get help.",True
PUBLIC STORAGE,Vultr,"Vultr is strategically located in 17 datacenters around the globe and provides frictionless provisioning of public cloud, storage and single tenant bare metal",True
SUNTRUST BANKS INC,SunTrust,SunTrust and BB&T have joined to become Truist. We're building a better future together. https://t.co/wmvY0dyYmx #truist,True
ANDEAVOR,andeavor,"Andeavor has combined with @MarathonPetroCo, creating the leading U.S. refining, midstream and marketing company.",True
TEXAS INSTRUMENTS INC,TXInstruments,"We are a global semiconductor company that designs, manufactures, tests and sells analog and embedded processing chips. Tweets by TIers.",True
TEXAS INSTRUMENTS INC,TICalculators,Texas Instruments works with educators in designing + developing classroom technology. Our mission is to improve achievement for all students in math & science.,True
TEXTRON INC,Textron,"Textron is known for its powerful brands such as Bell, Cessna, Beechcraft, Hawker, Jacobsen, Kautex, Lycoming, E-Z-GO & Textron Systems.",True
TEXTRON INC,EZGOvehicles,"E-Z-GO, a Textron Inc. company, is a leading manufacturer of golf cars and utility vehicles.",True
THERMO FISHER SCIENTIFIC INC,thermofisher,"Thermo Fisher Scientific Inc. is the world leader in serving science. Our mission is to enable our customers to make the world healthier, cleaner and safer.",True
GLOBE LIFE INC,TIME,Breaking news and current events from around the globe. Subscribe: https://t.co/uFZ2QPERDC,True
TRIBUNE MEDIA CO,CandidCandace,Media personality/ social columnist/CandidCandace.com/ Playboy Centerfold/ Host CandidCandaceTV/ SAG/AFTRA/ former Chicago Tribune (https://t.co/AD9R4zkXjH),True
TRIBUNE MEDIA CO,stribgillespie,"Star Tribune opinion editor. Tweeting on news, media, sports and life on the tundra. UW-Madison alum. Try our newsletter: https://t.co/HrbRixQt8B",True
TYSON FOODS INC,TysonFoods,"Tyson Foods, Inc. founded in 1935.",True
TYSON FOODS INC,TysonBrand,We're committed to giving you the highest quality chicken to serve to your family. Keep it real. Keep it Tyson. For corporate news go to https://t.co/YInIy2DaRN.,True
AMEREN CORP,AmerenCorp,Powering the quality of life for 2.4 million electric and 1 million natural gas customers in Illinois and Missouri.,True
UNITEDHEALTH GROUP INC,UnitedHealthGrp,Helping people live healthier lives and helping make the health system work better for everyone. Media inquiries: https://t.co/LUd3techX6,True
UNITED PARCEL SERVICE INC,UPS,Stay connected to global trade & logistics. Tweets by the UPS Social Team. Question about a package? Ask @UPSHelp. See link in bio for our coronavirus response.,True
WALMART INC,WalmartInc,"News, innovation and sparks of inspiration from Walmart and its family of brands.",True
WALMART INC,Walmart,Where real people go for real good stuff. Save Money. Live Better. Customer support questions? @WalmartHelp,True
WALMART INC,rinkisethi,"VP & CISO @Twitter | Ex Rubrik Inc., IBM, Palo Alto Networks, Intuit, eBay, Walmart, PG&E | Board Member | Investor | Mom of 2 | Cybersecurity/Tech Geek",True
WALGREENS BOOTS ALLIANCE INC,Walgreens,We champion the health and well-being of every community in America.,True
WHIRLPOOL CORP,WhirlpoolCorp,Welcome to the Official Twitter Account of The World’s Leading Kitchen and Laundry Appliance Company | Customer Service: @WhirlpoolCare | 800-253-1301,True
FOOT LOCKER INC,footlocker,"The official Twitter of Foot Locker, House of Hoops by Foot Locker and https://t.co/JAWCfWzjdj.",True
TRUIST FINANCIAL CORP,TruistNews,@BBT and @SunTrust have joined to become Truist. See the latest news from our company. For client inquiries: @BBT @AskSunTrust https://t.co/KL8GLcVisy,True
MORGAN STANLEY,MorganStanley,"Official Twitter account of Morgan Stanley. We provide a range of investment banking, securities, investment management & wealth management services worldwide.",True
MORGAN STANLEY,jannarone,"Editor-in-Chief, https://t.co/dTSiMZeUqB and https://t.co/T2j9VansE9; alumnus of CNBC, WSJ, Morgan Stanley, Princeton",True
MORGAN STANLEY,camcrawford1,Associate Financial Adviser at Morgan Stanley Wealth Management Australia. Views are my own. cameron.crawford@morganstanley.com,True
MORGAN STANLEY,Thekidstan,New Orleans,True
SUN MICROSYSTEMS INC,Oracle,"Leading the cloud. From intelligent business applications to infrastructure, we deliver tomorrow’s emerging technologies today, like the autonomous database.",True
SUN MICROSYSTEMS INC,alpresnell,I’ve played golf and l now sell IT. Go Tigers!!!,True
SUN MICROSYSTEMS INC,OracleANZ,Welcome to the Oracle Australia and New Zealand Twitter feed.,True
SUN MICROSYSTEMS INC,Oracle_CH,"Latest Information about #Oracle, https://t.co/KMjudwOmw5 and related news with a focus on Switzerland.",True
SUN MICROSYSTEMS INC,larryellison,,True
PRICE (T. ROWE) GROUP,TRowePrice,Investment insights to keep you informed and help your clients make better investment decisions. Intended for US audiences. Guidelines:https://t.co/sOgO5t64eM,True
MICROSOFT CORP,Microsoft,We’re on a mission to empower every person and every organization on the planet to achieve more. Support: @MicrosoftHelps,True
MICROSOFT CORP,MicrosoftHelps,The official account for Microsoft Customer Service & Support,True
MICROSOFT CORP,msftsecurity,"The official Twitter handle for the Microsoft Security team. Follow for news, updates, and much more.",True
MICROSOFT CORP,MSFTIssues,"News and perspectives on legal, public policy and philanthropic topics for #Microsoft",True
MICROSOFT CORP,MicrosoftUK,"We're on a mission to empower every person and every organisation on the planet (and in the UK) to achieve more. 

Support: @MicrosoftHelps",True
MICROSOFT CORP,MSFTMechanics,"Current & Forthcoming #Microsoft Technology. Find out Why, How & When to use it. An official video series of Microsoft. Subscribe: https://t.co/WS0yjdxKvr",True
MICROSOFT CORP,msuspartner,Connecting US partners to the information you need to manage your Microsoft relationship.,True
MICROSOFT CORP,msftsecresponse,"We are the Microsoft Security Response Center. To report security vulnerabilities or abuse in Microsoft products, visit https://t.co/91rBCSXi54.",True
MICROSOFT CORP,mslearningcurve,"Build your cloud skills, knowledge, and practice with Microsoft U.S. Partner resources and training courses, webcasts, and calls.",True
COTY INC,COTYInc,We celebrate and liberate the diversity of your beauty.,True
DIRECTV,DIRECTV,ATT/DIRECTV is ranked #1 in Nationally in Customer Satisfaction for TV Service by @jdpower. Tied in 2020. Visit https://t.co/xF1RXnjVzM for more information,True
DIRECTV,DIRECTVService,We’ve moved! Visit us at @ATTHelp for continued support. https://t.co/SnR6xdqnOP,True
DIRECTV,DIRECTVNowHelp,We’ve moved! Visit us at @ATTHelp for continued support. https://t.co/SnR6xdqnOP,True
DIRECTV,DIRECTVSports,Página oficial de deportes de DIRECTV Latin America. ¿Tienes pasión por el deporte? Compártela con nosotros. Más información por WhatsApp +573232779999,True
DIRECTV,DIRECTVServicio,"Somos el equipo de servicio y atención al cliente de DIRECTV Latin America. Más información por WhatsApp +573232779999

PQR’S: https://t.co/3XotN1pi6Y",True
DIRECTV,DIRECTVLA,Cuenta oficial de DIRECTV. ¡Todas las novedades del entretenimiento y la mejor programación! Más información por WhatsApp +573232779999,True
DIRECTV,DIRECTVChile,Cuenta oficial de DIRECTV Chile. Atención al cliente: @DIRECTVServicio. Más información por WhatsApp +56958299269,True
DIRECTV,newsmax,"Watch Newsmax TV now on DirecTV 349, Xfinity 1115, Dish 216, Spectrum, Optimum 102, Cox, Fios 615, Uverse 1220, Suddenlink 102, YouTube and more here: https://t.co/DOPR4anHcF",True
DIRECTV,DIRECTVEcuador,Cuenta oficial de DIRECTV Ecuador. Atención al cliente: @DIRECTVServicio. Ventas: 1800 888 000. Más información por WhatsApp +593994277454,True
DIRECTV,DIRECTVCo,Cuenta oficial de DIRECTV Colombia. Procedimiento y Trámite de PQR’S: https://t.co/3XotN1pi6Y. Más información por WhatsApp +573232779999,True
DIRECTV,DIRECTVSportsVE,El 14/08 Scale Capital anunció el acuerdo de compra de DIRECTV Venezuela y reactivó el servicio de televisión satelital. Visita: https://t.co/AQVy01y0IT.,True
DIRECTV,DIRECTVVE,El 14/08 Scale Capital anunció el acuerdo de compra de DIRECTV Venezuela y reactivó el servicio de televisión satelital. Visita: https://t.co/AQVy01y0IT.,True
DIRECTV,AndrewSiciliano,"@NFL Network - @DIRECTV Red Zone Channel. Opinions are mine. IG: andrewsiciliano. Any given Sunday, Monday, Tuesday, Wednesday, Thursday, Friday, or Saturday.",True
DIRECTV,OnDIRECTV,"Canal exclusivo de DIRECTV con los mejores conciertos, películas, series, documentales y producciones originales. Canales 201 y 1201 HD. http://t.co/9MtdXcwomi",True
DIRECTV,DIRECTVar,"¡Viví la Pasión por lo Mejor del Deporte, Cine y Series junto a nosotros! Atención al cliente: @DIRECTVServicio | Más información por WhatsApp +5491170441111",True
DIRECTV,DIRECTVPeru,"Cuenta oficial de DIRECTV Perú ¡Todas las novedades de deportes, entretenimiento y la mejor programación! Más información por WhatsApp +51993560000",True
DIRECTV,directvsportsar,Cuenta oficial de DIRECTV Sports Argentina. Ponete al día con la mejor actualidad deportiva. Más información por WhatsApp +5491170441111,True
DIRECTV,DIRECTVUy,Cuenta oficial de DIRECTV Uruguay. Atención al cliente: @DIRECTVServicio. Más información por WhatsApp: 095290012,True
HARLEY-DAVIDSON INC,harleydavidson,The official Twitter feed for the Harley-Davidson Motor Company. #HarleyDavidson,True
GARTNER INC,Gartner_inc,"We’re here to help: View our insights, advice and tools to achieve your mission-critical priorities below.",True
GARTNER INC,caseylo,"Writer @Gartner_inc. Past: @TheNewsPress + @USATODAY Network. @FGCU grad. @RedSox fan. Dad, Traveler, Thinker, Reader.",True
ADOBE INC,Adobe,Creativity doesn’t just open doors. It opens worlds. Join us in celebrating #CreativityForAll. Need help? Reach out to @AdobeCare.,True
ADOBE INC,yumeakito,"お笑い第7世代の芸人/一発ギャグ🔄Yes!/怪奇/
連絡先 yes.akito.live@gmail.com /北海道札幌出身/
📅スケジュール📅 https://t.co/qXfON5XSuT 
/映像制作/でんぱ組.inc/古川未鈴さん/サウナ/水風呂/adobe/ラーメン/ダンス/ダブルパチンコ",True
FISERV INC,Fiserv,Fiserv (NASDAQ: FISV) is a leading global technology provider serving the financial services industry.,True
KB HOME,kbhome,KB Home. Built on Relationships. #KBHome,True
KB HOME,Samantha_KB,"• Senior Reporter @HuffPostCanada | samantha.beattie@huffpost.com
• Weekday host of the HuffPost Canada Splash on Google Home & Alexa",True
KB HOME,WNFL,"The home of The Czabe, John Kuhn, Brian Butch, Ted Davis, Dario Melendez, Armen Saryan, Drew & KB, the Milwaukee Bucks, NFL football and FOX Sports Radio",True
COCA-COLA EUROPEAN PARTNERS,CocaColaEP,"Official tweets from Coca-Cola European Partners (CCEP) the world’s largest independent Coca-Cola bottler, based on net sales.",True
CARNIVAL CORPORATION & PLC,CarnivalPLC,"Official account for news from the world’s largest cruise company, Carnival Corporation & plc, and its nine global brands providing great vacation experiences.",True
