Company,Handle,Twitter_Descr,verified
pg&e,rinkisethi,"VP & CISO @Twitter | Ex Rubrik Inc., IBM, Palo Alto Networks, Intuit, eBay, Walmart, PG&E | Board Member | Investor | Mom of 2 | Cybersecurity/Tech Geek",True
pg&e,jvanderbeken,"Public safety and investigative reporter for NBC Bay Area covering Millennium Tower, PG&E, Bay Bridge and other stories about critical local infrastructure",True
pg&e,CorralCarina,"Former News Anchor 📺 , current PG&E spokesperson 💡, Wifey & Boy Mom x3 💑 💙... L-I-V-I-N’ on Cali’s Central Coast☀️🌴!",True
pg&e,brettedwards18,"PG&E Meteorologist, B.S. in Meteorology @Valpo 2017. Singer 🎶, golf ⛳, ultimate Frisbee 🥏.",True
paychex,Paychex,Supporting business owners and HR professionals to help make the complex simple. For 24/7 service: @PaychexService,True
penney (j c),jcpenney,"Your stylish & fun friend who doesn’t talk too much! 😎
Customer service: DM or call 1.800.322.1189 📱
Responses may be delayed due to pandemic 😷",True
ppl,PPLUK,Standing up for music rights.,True
ppl,PhonyPpl,US shows: team@clewisgroup.com Intl: Josh@xraytouring.com丨Mgmt: kasloco@me.com丨Watch “Fkn Around” ft. Megan Thee Stallion now! https://t.co/q6w0IdSNHf,True
ppl,PPLElectric,News & tips from utility serving central/eastern PA. We’re on Twitter 8 am-7 pm Mon-Fri. Call 1-800-342-5775 or visit us online to report outages & emergencies.,True
ppl,PodSaveThePpl,Pod Save The People is hosted by @deray and is a weekly podcast as a part of the @crookedmedia family.,True
ppl,AlaskanBushPPL,"Living off the grid isn't easy, but we wouldn't have it any other way. A new season of #AlaskanBushPeople premieres Sunday at 8p ET.",True
ppl,YngPplRecover,"Mission: To provide the training and networks all individuals, families, and communities need to recover and maximize their full potential.",True
pepsico,PepsiCo,"News, innovation, global inspiration & more from @PepsiCo",True
pepsico,PepsiCoIndia,This is the official twitter a/c for PepsiCo India.,True
pepsico,pepsico_uk,"Corporate News from PepsiCo UK. If you've got a question or comment about our products, please freephone 0800 9808235",True
pepsico,PepsiCoDeals,"Deal seekers! Tweet with us for refreshingly delicious #offers from your favorite @PepsiCo brands and customers. We #livefornow and we #livefordeals, do you?",True
pepsico,PepsiCoJOBS,"Bring your unique perspective. Bring curiosity. Bring ingenuity, and drive. We’ll give you a platform to be daring on a global scale.",True
pepsico,Lays_India,"Good food adds the extra flavour to our lives.  Write in to discuss food, flavours, hang-outs and much much more….",True
pepsico,jon_banner1,"EVP @PepsiCo, President @PepsiCo Foundation, fmr journalist @abc, member @CFR_org, husband, proud father. Views are mine alone.",True
pepsico,PepsiCoMex,"Cuenta oficial de PepsiCo México, líder global de alimentos y bebidas.",True
pepsico,PepsiCoTurkiye,PepsiCo Türkiye Resmi Twitter Hesabı,True
pepsico,pepsi,"If you’re looking for hot takes and cold Pepsi, you’ve come to the right place.",True
pepsico,ajlucio5,"Former CMO Facebook, HP, Visa & Pepsico Int. DI&E Advocate. Proud father of 5 daughters. Live to help people find purpose and meaning at work. Opinions :my own.",True
applied biosystems,thermofisher,"Thermo Fisher Scientific Inc. is the world leader in serving science. Our mission is to enable our customers to make the world healthier, cleaner and safer.",True
pfizer,pfizer,Breakthroughs that change patients' lives. Visit https://t.co/YjZgM19rTC to learn more. https://t.co/K5kUC0gbrs,True
pfizer,Pfizer_UK,Breakthroughs that change patients' lives. Follow for all the latest from Pfizer UK. Community guidelines: https://t.co/1YP0TDSLI5,True
pfizer,PfizerEUPolicy,Pfizer EU team based in #Brussels. We engage on #EU policies for the benefit of #patients and #innovation. Want to connect? Here is how: https://t.co/JWWSyHYztS,True
pfizer,PfizerCongress,News and information for healthcare professionals about Pfizer’s presence at scientific congresses. Please read: https://t.co/lBRl0hJo6K,True
pfizer,Pfizer_Ireland,The official Twitter account for Pfizer  Ireland. Please read our Twitter Terms of Use here: http://t.co/TVPBegA3D6,True
pfizer,pfizer_news,"The official Twitter channel dedicated to media announcements & investor communications from Pfizer Inc. To see all of our Tweets, please follow @pfizer.",True
pfizer,PfizerOncMed,Dedicated to communicating emerging science from Pfizer Oncology. Please see our community guidelines: https://t.co/tFQsZj8y7w,True
pfizer,PfizerNL,"Officiële NL Twitter-kanaal van Pfizer. Doorbraken die de levens van patiënten veranderen, daar werken wij aan. Zie hier onze gebruiksvoorwaarden https://t.co/aJMNRWhEky",True
exelon,Exelon,"We believe that reliable, clean and affordable energy is essential to a brighter, more sustainable future. That's performance that drives progress.",True
exelon,ExelonGen,"We are the nation's largest producer of carbon-free energy. Our diverse generation portfolio includes nuclear, hydro, wind, solar and natural gas.",True
exelon,ConstellationEG,"Constellation, an Exelon company, is a leading supplier of energy products & services.",True
conocophillips,conocophillips,We exist to power civilization - Tweets from the ConocoPhillips communications team,True
pvh,PVHCorp,"The Power of Us. The Power of PVH: CALVIN KLEIN, TOMMY HILFIGER, Van Heusen, IZOD, ARROW, Warner’s, Olga, Geoffrey Beene, True&Co",True
pitney bowes,PitneyBowes,"Crafting commerce solutions in the areas of e-commerce, financing, shipping, and mailing. Visit @PBCares for customer service.",True
procter & gamble,ProcterGamble,"All day, every day, P&G people are stepping forward and serving others as a #ForceForGood. Improving everyday life since 1837. #LeadWithLove",True
procter & gamble,PGUK,News from P&G UK & Ireland and our family of trusted brands. If you have a product query please contact our team on 0080077628371 or at https://t.co/hpWYtiuaku,True
procter & gamble,pgfrance,Toute l’actualité du groupe Procter & Gamble et de ses marques qui améliorent le quotidien de milliards de consommateurs à travers le monde.,True
procter & gamble,ArielDetergente,Tu aliado para que siempre luzcas impecable.                                                                    #Suéltalo,True
procter & gamble,pgsaudi,We're developing world-class leaders and providing challenging work with global brands. Procter & Gamble - Saudi Arabia.,True
pultegroup inc,PulteHomes,Pulte Homes are built for life and how you live it! Homeowner assistance: socialcare@pultegroup.com.,True
autonation inc,CEOMikeJackson,"Executive Chairman and CEO of AutoNation, Inc.",True
rockwell automation,ROKAutomation,Rockwell Automation Inc. (NYSE: ROK) We are #ExpandingHumanPossibility by connecting the imaginations of people with the potential of technology,True
rollins,WWERollins,Visionary. Leader. Monday Night Messiah.,True
rollins,henryrollins,"Official Twitter for Henry Rollins.  Yes, this is real.

📷 https://t.co/deDzcNSCnD",True
rollins,jamesrollins,"James Rollins, #1 NYT bestseller. 📖 Unveils unseen worlds. 🧪 Scientific breakthroughs. 📚 Historical secrets matched with stunning suspense.",True
rollins,JimmyRollins11,"INSIDE OF A RING OR OUT, AIN'T NOTHING WRONG WITH GOING DOWN. IT'S STAYING DOWN THAT'S WRONG...Muhammad Ali",True
rollins,rollinscollege,The official Rollins College account. Liberal arts college ☀️ Our students are global citizens & responsible leaders. ⚓️ #RollinsLife IG: rollinscollege,True
rollins,John_Rollins,"Pro golfer on the PGA Tour. Husband to Heather and father to Georgia and Isabella I enjoy family, friends, a good bottle of wine and bowhunting.",True
rollins,Bri_Rollin,Glorifying God through the talent He blessed me with! Professional Hurdler | Olympic Champion | World Champion...#GodisLove #TeamNike,True
rollins,PeterRollins,(Dis)Content Creator. /Anti/social Influencer. Will give nihilistic despair for cash. Views do not reflect opinion of employer. Self-employed. Pyrotheology.,True
rollins,DARollins,Mom | Auntie | Justice Warrior | Tested Leader | Glass Ceiling Demolisher | Suffolk County’s 16th District Attorney (@SCDAOnews).,True
rollins,wendyrollins,"""Connoisseur of Audible Frequencies"" + ""Alternative Savant"" Host of Alter Natives podcast. Nice to meet you. #FemmeFM",True
rollins,gavinrollins,"Clay County Commissioner, Army Veteran, Entrepreneur, Congressional Candidate FLCD3",True
rollins,johnny_rollins,Music https://t.co/cAkqO6b8s0,True
rollins,IanMalcolmsWife,"British Actress, Producer, Sneaker Geek, Sun-worshipper, Dinosaur lover. Represented by Bex Elliff @ CAM and @voicebankie",True
rollins,SamanthaRollins,"Deputy Entertainment Editor at @Bustle / Prev: @Vulture @TheWeek, @NYTimes.",True
safeway,Safeway,"We're a part of your neighborhood, providing fresh ingredients and more ways to save. https://t.co/by9SDvE9Na",True
safeway,SafewayOpen,"First stop of the 2020-2021 season | Napa, CA | Sept 10-13, 2020 |IG:@safewayopen",True
safeway,thomasbrew,40 years in journalism; 20 in print & 20 online. Safeway Club member.,True
safeway,woolworths,Aussie Supermarket. We're out here Tweetin' Mon-Fri 9am-9pm and Sat-Sun 10am-5pm AEST.,True
sherwin-williams,SherwinWilliams,"Your neighborhood store for paints, stains, supplies and color. 🎨 Share your project pics using #SWColorLove. 🛒 Order online: https://t.co/up76zy2Uzv",True
sherwin-williams,SWDesignPros,"Sherwin-Williams for Design Pros is here for all you hard-working interior designers, architects, specifiers and other creatives. Let's talk color and coatings.",True
sherwin-williams,SWPintura,"Con 150 años de experiencia y más de 4,200 tiendas alrededor del mundo, nosotros sabemos de pintura. Pregúntale a Sherwin-Williams #AskSW.",True
sigma-aldrich,SigmaAldrich,"🔬🧪🧬A leading provider of lab & production materials, with the expertise to support you as you make your next scientific breakthrough|For US/CA visitors only",True
smith international,SydneyAirport,Official Twitter channel of #SydneyAirport.,True
smith international,benyt,@nytimes media columnist. Fireworks enthusiast. Formerly @buzzfeednews. Beats working for a living. Send me scoops: ben.smith@nytimes.com.,True
smith international,thewilbursmith,"Official Twitter account of Wilbur Smith, author of over 40 international bestselling novels spanning ancient Egypt to modern times. Updates by Wilbur's team.",True
smith international,AdamSmithInt,Adam Smith International is a global leader in economic growth & government reform. Proudly #Bcorp certified. Connect on FB https://t.co/ra9AXKmyoZ,True
smith international,jimmysmithmma,Host of Sirius XM’s Unlocking the Cage and ESPN International’s UFC Fight Camp!! Rey Diogo black belt and a proud member of the Carlson Gracie family,True
smith international,ewadesmith,Her Majesty's Trade Commissioner for #Africa at the 🇬🇧 Department for International Trade. @tradegovuk | #InvestinAfrica & #ReadytoTrade.,True
smith international,lewsmith88,Former Scottish and GB International swimmer. Assistant Coach @cogst,True
smith international,EmSmithGymnast,💉Tattoo artist - Ex International Trampolinist & difficulty world record holder 1st woman to compete 3 triple somersaults in competition 🇬🇧,True
smucker (jm),smuckers,Smucker’s® is committed to offering quality products that bring families together to share memorable meals & moments. Check out @FatherNature for great content!,True
snap-on,SnapLensStudio,"Create, publish, and share powerful AR experiences on Snapchat & Snap Camera with millions worldwide. Need Lens Studio support: https://t.co/nVxZDRHXIz",True
snap-on,djajax,"radio, club & events DJ, technics turntable fixer, personal trainer at Ajax fitness",True
snap-on,TheSnapCamera,"The magic of @Snapchat Lenses, now on desktop. Need help? Tweet @snapchatsupport.",True
snap-on,SnapForBusiness,"The latest product updates, announcements, and insights empowering you to achieve your business goals on Snapchat. Need help? Tweet @snapchatsupport",True
snap-on,Snap_Jacks,Juniper on @vida_starz and Kelly Rhodes in @beforethefire_ || Bill in The Basement on @amazon || My Instagram is better I swear ||,True
snap-on,ScanSnap,"The official Fujitsu ScanSnap Twitter for updates on news, tips and resources to help you lead a paperless lifestyle and connect your worlds with one touch.",True
snap-on,DrewOnTheRadio,"I host Drew Garabo Live from 2-6 PM, M-F on 102.5 FM in Tampa. I’m a dad. IG: drewgarabo Snap: drewrgarabo I strive to make a difference in my community.",True
keycorp,keybank,Helping our communities and clients get ready for tomorrow. Contact customer service @KeyBank_Help. Images shared may be used for marketing. Member FDIC,True
southern co,Lauren_Southern,WATCH CROSSFIRE: https://t.co/fk78dtBzjk Best Selling Author. Sky News Contributor. Filmmaker. Insta: @laurencheriie https://t.co/O7SDUxCLDH,True
southern co,GMSRailway,"Official Handle of Southern Railway 

  Service With Commitment; 
  Progress With Pride!

Facebook 
https://t.co/hWfni4VyVf",True
southern co,CSAIRGlobal,"Wake up somewhere new with CSAir, Asia’s most trusted airline. With over 1000 destinations and 800 aircraft, hop onboard for your next big adventure.",True
southern co,RTCSNV,"The RTC is the transit authority, traffic management & transportation planning agency for SNV. Follows/RTs ≠ endorsement. Social Policy https://t.co/ifqLCbwA4G",True
southern co,SouthernWater,"We're here to help Monday-Friday 8am-7pm, and Saturday 8:30am-2pm.
We use market research tools to improve our service. For more, visit: https://t.co/DlMOayFGp2",True
southern co,VALasVegas,"VA Southern Nevada Healthcare System:
Health benefits info from the VHA, US Department of Veterans Affairs. Our Twitter Policy: http://t.co/VNWP0lzhcW",True
southern co,dailyecho,The Southern Daily Echo newspaper in Southampton. See all our accounts at https://t.co/lsagPPNrZ1 and like us at https://t.co/tFh0p26pe9,True
southern co,YourSSE,"Worried about Coronavirus? Find our FAQs online now: https://t.co/HAn6fb1c8m

We’re here to help.",True
southern co,SMUBasketball,"Official account of SMU Men's Basketball. Head Coach is @CoachJankSMU. #PonyUp
https://t.co/Yn250jmC2r",True
southern co,SUUThunderbirds,The official Twitter account for Southern Utah Athletics | Big Sky Conference Member | Tickets available at https://t.co/PVdH7qJIQE | #TBirdNation | #StormTheSky🌩,True
southwest airlines,SouthwestAir,"We run on #SouthwestHeart! Follow to see more from the best Employees and Customers in the world. For a formal response, please use the link provided.",True
southwest airlines,swapapilots,The Union representing the Pilots of Southwest Airlines.,True
at&t inc,ATT,Our mission is keeping you connected to the things you love. Our passion is making a difference. We stay connected together.,True
at&t inc,attcyber,AT&T Cybersecurity helps make your network more resilient to overcome the cybersecurity threats that are now part of modern business.,True
at&t inc,ItsOnATT,Get the best of live & on demand on all your favorite screens with AT&T TV 📺 It’s everything you want from TV ✨,True
at&t inc,attJOBS,This is where it all happens ­– with a team unlike any other. Keep in touch to learn everything about #LifeAtATT.,True
at&t inc,github,"How people build software. 

Need help? Send us a message at https://t.co/YU5nzbpDIg for support.",True
at&t inc,ASUS,"Official ASUS Twitter. Get the scoop on products, updates and contests. You can also ask us your questions at http://t.co/u3gm4QC9lK",True
at&t inc,GeneralMills,"News/information from General Mills. Learn more at https://t.co/K7ale2Yhbq, https://t.co/brNL7A0kV1 and https://t.co/Q8ZoS4kQLA",True
at&t inc,AskeBay,@AskeBay support hours are from 6AM to 6PM PT - 7 days a week! For help outside of these hours contact eBay Customer Service at https://t.co/KkLYPAhIHT,True
at&t inc,frogdesign,frog is a leading global design and strategy consultancy helping businesses bring bold ideas to life. Learn more at https://t.co/ljYfosqFeI,True
at&t inc,IFTTT,"Every thing works better together.
 
Get help at https://t.co/s6FI5snXQr
Build on https://t.co/XAKs80ZGat",True
at&t inc,eBayDealsCanada,"Deep Discounts, Top Brands, Free Shipping! No membership needed for special pricing at eBay Deals. Check out new deals EVERY DAY at https://t.co/nzN89ktNVa.",True
at&t inc,belk,"Welcome to Belk, where shopping is fun and saving is simple. Get help at https://t.co/YJ0pAajtcV and follow @belkcareers for job opportunities.",True
at&t inc,potatorolls,Official Twitter for Martin's Potato Rolls: #1 Branded Burger Bun in America! On Instagram: @potatorolls & FB at: https://t.co/VCwWIpR63G,True
at&t inc,payoff,Say goodbye to credit card debt and hello to a happier you! Pay off your credit cards today at https://t.co/8dZ8vuUmlA. Payoff by @happymoney,True
at&t inc,airtransat,We’re here to help 7 days/7 4am-8pm EDT. Pls DM your personal info. / Nous sommes ici pour aider 7 jrs/7 4h-20h HAE. Infos perso par MP svp. #ExperienceTransat,True
at&t inc,wwt_inc,WWT provides innovative technology and supply chain solutions to organizations around the globe. Visit our platform at https://t.co/0g5ueJsgEA. #SiliconValleyinSTL,True
stanley black & decker,StanleyBlkDeckr,Stanley Black & Decker provides the tools and innovative solutions you can trust to get the job done — and we have since 1843. #ForThoseWhoMakeTheWorld,True
stanley black & decker,BLACKANDDECKER,Tackling that to-do list? You Got This. BLACK+DECKER helps you keep up with life.,True
stanley black & decker,RamanaGogula,"Musician/Composer for 25 Films/Founder, Earthen Glow, Clean Lighting For BOP/VC, Unitus Seed Fund & Anthill/Vice President Innovation, Stanley Black & Decker",True
state street,StateStreet,A leading financial services provider serving some of the world’s most sophisticated institutions. https://t.co/XPi7dZ2KAX,True
state street,StateStreetETFs,Follow us for timely market perspectives and ETF investment ideas. Official US account. Disclosure: https://t.co/WYTtErflqV,True
state street,StateStreetGA,Insights and market perspectives from the third largest asset manager in the world. Official account.,True
public storage,PublicStorage,"Public Storage has thousands of self-storage locations nationwide, for when you move or just need a little more space. Call 866-687-5396 to reserve or get help.",True
public storage,Vultr,"Vultr is strategically located in 17 datacenters around the globe and provides frictionless provisioning of public cloud, storage and single tenant bare metal",True
navient,Navient,#TeamNavient helps customers navigate the path to financial success! Email socialmedia@navient.com for customer service. Social media hours: M-F 8 a.m.-5p.m. ET,True
suntrust banks,SunTrust,SunTrust and BB&T have joined to become Truist. We're building a better future together. https://t.co/wmvY0dyYmx #truist,True
supervalu,SuperValuIRL,"SuperValu is Ireland’s leading food retailer with 220 stores nationwide. Follow us for the latest news on great offers, competitions, recipes & more. #SuperValu",True
andeavor,andeavor,"Andeavor has combined with @MarathonPetroCo, creating the leading U.S. refining, midstream and marketing company.",True
texas instruments,TXInstruments,"We are a global semiconductor company that designs, manufactures, tests and sells analog and embedded processing chips. Tweets by TIers.",True
texas instruments,TICalculators,Texas Instruments works with educators in designing + developing classroom technology. Our mission is to improve achievement for all students in math & science.,True
textron,Textron,"Textron is known for its powerful brands such as Bell, Cessna, Beechcraft, Hawker, Jacobsen, Kautex, Lycoming, E-Z-GO & Textron Systems.",True
textron,TextronAviation,"We inspire the journey of flight. Home to @Beechcraft, @Cessna, and the #TxtAvLife family around the world ✈️",True
textron,FitzherbertNJ02,#ACYR Chairman | #YRFNJ Vice Chair |Fmr. #NJ02 #GOP Candidate | Defense Contractor @L3HarrisTech | Fmr. @Textron #RelentlessRepublican ✝️🇺🇸🐘🏒🥋,True
textron,EZGOvehicles,"E-Z-GO, a Textron Inc. company, is a leading manufacturer of golf cars and utility vehicles.",True
thermo fisher scientific,thermofisher,"Thermo Fisher Scientific Inc. is the world leader in serving science. Our mission is to enable our customers to make the world healthier, cleaner and safer.",True
globe life,GlobeLifeField,Home of the Texas @Rangers,True
globe life,TIME,Breaking news and current events from around the globe. Subscribe: https://t.co/uFZ2QPERDC,True
globe life,TEXPAMAN,"Voice of Globe Life Field, Home of the Texas Rangers",True
tribune media,tribunemedia,Official source for Tribune Media Company tweets.,True
tribune media,HeraldTribune,"The Herald-Tribune Media Group is Southwest Florida's source for news, commentary, blogs and more.",True
tribune media,YassTribune,Part of the Australian Community Media network.,True
tribune media,LauraPavinNews,"Producer for @WPRMornings. Former freelancer w/ @WBEZCuriousCity, @crains & @tronc (Chicago Tribune Media). Eater/sleeper extraordinaire. Cute things enthusiast",True
tribune media,TamayoMedia,Director of Video for The San Diego Union-Tribune. Love my family and friends. Story telling is what I do.,True
tribune media,PaulSkrbina,"Cover Nashville Predators for @Tennessean, USA Today Network. Past: Chicago Tribune, Sauk Valley Media, Times of NW Indiana. Feel bad that I don’t feel worse.",True
ameren,AmerenCorp,Powering the quality of life for 2.4 million electric and 1 million natural gas customers in Illinois and Missouri.,True
ameren,AmerenMissouri,"Delivering safe, reliable energy to MO customers. For gas leaks or downed lines, call us 24/7 at 800.552.7583. Report outages at http://t.co/nt2p5F21nS.",True
ameren,AmerenIllinois,"Delivering safe, reliable energy to IL customers. For gas leaks or downed lines, call us 24/7 at 800.755.5000. Report outages: http://t.co/DcaPKM8XCZ.",True
union pacific,UnionPacific,"Union Pacific operates North America's premier railroad franchise, covering 23 states in the western two-thirds of the United States.",True
union pacific,eVent_cinemas,"Official Twitter page for Event Cinemas (Aus). Follow us to keep updated with latest movie releases, trailers, ticket offers & more.",True
union pacific,APALAnational,"We are 1st & only nat'l org of AAPI union members & allies fighting for worker, immigrant & civil rights! #AAPI2020

Check us out - https://t.co/edPtIHv919",True
union pacific,sujiseam,Ambassadeur de l'union européenne pour le Pacifique / Ambassador of the European Union for the Pacific 🇨🇰🇫🇯🇰🇮🇲🇭🇫🇲🇳🇷🇳🇺🇵🇼🇼🇸🇸🇧🇹🇴🇹🇻🇻🇺,True
unitedhealth group,UnitedHealthGrp,Helping people live healthier lives and helping make the health system work better for everyone. Media inquiries: https://t.co/LUd3techX6,True
united parcel service,UPS,Stay connected to global trade & logistics. Tweets by the UPS Social Team. Question about a package? Ask @UPSHelp. See link in bio for our coronavirus response.,True
ust,PublicSafetyUST,This is the official Twitter page for the Department of Public Safety at the University of St. Thomas (MN). This account is NOT monitored for emergency response,True
raytheon technologies,RaytheonTech,"195,000 employees, four businesses, 190 years of innovation, one mission: The future of aerospace and defense.",True
raytheon technologies,Raytheon_Jobs,Follow us at @RaytheonTech for the latest updates.,True
raytheon technologies,RaytheonPolicy,All things public policy for @RaytheonTech,True
raytheon technologies,TheHall,"Official Twitter of The Patriots Hall of Fame presented by Raytheon Technologies. We are a modern, interactive museum and home to the team’s Hall of Fame.",True
raytheon technologies,UTC,United Technologies has merged with Raytheon to establish @RaytheonTech. Follow us at #RaytheonTech and $RTX.,True
sprint,sprint,Joining the @TMobile 5G revolution. Great network. Great value. No compromises. Building America’s most reliable 5G network.,True
sprint,tmobilecenter,#TMobileCenter is Kansas City's Home for Live Entertainment and Sports,True
sprint,sprintcare,The official @Sprint and @SprintLatino Social Customer Service Team.  We’re here 24/7 to offer simple and easy technology solutions to enhance your life.,True
sprint,tmobilenews,Official Twitter newsroom of Sprint Corporation. Visit @SprintCare for customer service & @Sprint for service/product tips & promos.,True
sprint,JenDavisSprint,Continuous Improvement Consultant & Leader. Applying sporting lessons to the world of business. Commonwealth Games Silver Medalist 🚴🏻‍♀️ Black Belt in judo 🥋,True
vf,TheVFCastro,Founder: The Avant Ivy. Retired sports media. Author. Future Political Strategist/Comms Dir. Love Martinis/F1. I hate your teams. Harvard ‘21. (R-LOS/ATX/BOS),True
vf,VfLWolfsburg_EN,"Official international Twitter account of VfL Wolfsburg.
Privacy policy: https://t.co/7fdRave1R0",True
vf,VF_Agenda,"Celebrating the best in film, art, television, culture, ideas, and cool stuff.",True
vf,VfB_int,Official International Twitter Channel of VfB Stuttgart // #VfB //  German: @VfB,True
vf,VfLWolfsburg_US,"We're merging and closing this account. Follow US @VfLWolfsburg_EN for club news and updates.

Privacy policy: https://t.co/7fdRave1R0",True
vf,VfLBochum1848EN,The official English-language account of VfL Bochum 1848 #meinVfL | @VfLBochum1848eV 🇩🇪,True
vf,TSM_ZexRow,Member of @TSM Business inquiries zexrow@iconmedia.gg https://t.co/NF2fw65RV1 https://t.co/I1Fa83FdeY https://t.co/7aKR1gqf7r vF 🇫🇷,True
walmart,Walmart,Where real people go for real good stuff. Save Money. Live Better. Customer support questions? @WalmartHelp,True
walmart,WalmartInc,"News, innovation and sparks of inspiration from Walmart and its family of brands.",True
walmart,walmarthelp,We are here to help! Tweet us 24/7 when you need assistance or have a question.  Follow us on @walmart for everything else Walmart.,True
walmart,WalmartCAGaming,The official Twitter of Walmart Canada Gaming. Follow us for the latest Walmart gaming deals and news! | For customer service please message @WalmartCanada.,True
walmart,WalmartCanada,Walmart Canada official account. Save money. Live better. Compte Twitter officiel de Walmart Canada. Économisez plus. Vivez mieux.,True
walmart,WalmartOrg,"https://t.co/y4lCOd4HsH represents the philanthropic efforts of Walmart and the Walmart Foundation. 

For customer service: @WalmartHelp",True
walmart,privacymama,"Technology, kids, dogs, the whole megillah. DC by way of Belfast, Queens & Princeton. Mom/bonus-mom/dog-mom.  She/her. Working on digital citizenship @walmart.",True
walmart,walmartindia,Walmart India's official Twitter account. We operate 29 Best Price Modern Wholesale Stores in India. Website: https://t.co/0ZIvhjUXoG,True
walmart,Walmarttech,"Using technology, data and design to change the way the world shops. Part of @Walmart.",True
walmart,ka5sh,💫 normal ✨🌟1119,True
walmart,FamilyMobile,"Welcome to the official Twitter channel for Walmart Family Mobile!  We hope to inspire you to save money, and live better!",True
walmart,WalmartAction,Making an impact in communities to help you live better. More: @WalmartInc @WalmartOrg @WalmartWorld @WalmartTech @WalmartLabs,True
walgreens boots alliance,WBA_Global,"Breaking news for WBA, a global retail and pharmacy leader. Here to help people lead healthier and happier lives.",True
walgreens boots alliance,Walgreens,We champion the health and well-being of every community in America.,True
walgreens boots alliance,BootsUK,"Welcome to Boots UK, a place where we can Feel Good together! For all things customer care you can tweet the @BootsHelp team. Member of Walgreens Boots Alliance",True
walgreens boots alliance,Boots_Jobs,"Together we can make feel good happen. Open for queries Mon - Fri, 8:30-16:30. Member of Walgreens Boots Alliance. Share your Boots story 👉 #TogetherAtBoots",True
walgreens boots alliance,BootsHelp,"Have a question or need some help? We're here Mon-Fri 8:30-19:00, Sat-Sun 8:45-17:00. Or click the link below to reach us.
Member of Walgreens Boots Alliance.",True
walgreens boots alliance,fionaortiz,"CSR Reporting at Walgreens Boots Alliance. Companies can be ""a force for good."" Opinions expressed are my own.",True
wendy's international,Wendys,We like our tweets the same way we like to make our hamburgers: better than anyone expects from a fast food joint.,True
wendy's international,CaitlinSinett,"Content and Communications Strategist for NPC Quality Burgers, the largest Wendy's franchisee. Graduate of the University of Florida. Go Gata!",True
western digital,westerndigital,"We're creating environments for data to thrive so people, relationships & experiences thrive. Need help? Visit https://t.co/S29Mj5ukep",True
western digital,WDCreators,"WD® provides cost-effective solutions for the collection, management, protection and use of digital information. For support please visit @WesternDigiCare",True
western digital,WesternDigiDC,"Creating environments for data to thrive with fast, innovative storage devices & systems. Follow @WesternDigital for corporate news.",True
western digital,WesternDigiEdge,"Creating environments for data to thrive, from the edge to cloud.  Fast, reliable flash storage used in automotive, surveillance, connected life, mobile & IIoT.",True
western digital,AlisonSanders01,Digital Development Editor @WalesOnline. Journalist. Love holidays. Black Country and proud. Views are my own.,True
western digital,wd_black,We're the official #WDBlack page devoted to all gamers and storage. We're more than hardware. We're a gaming brand made for you. We are WD_BLACK.,True
western digital,BerkshireEagle,"The Berkshire Eagle — Berkshire County's leading and most trusted digital and print news source. Published in Pittsfield, Mass.",True
whirlpool,WhirlpoolCorp,Welcome to the Official Twitter Account of The World’s Leading Kitchen and Laundry Appliance Company | Customer Service: @WhirlpoolCare | 800-253-1301,True
whirlpool,Whirlpool_CA,"Every act of care counts. From grand gestures to small chores, #EveryDayCare makes the world a better place. For customer care in Canada, tweet @Whirlpool_CAre",True
whirlpool,WhirlpoolCare,Customer service for Whirlpool® brand appliances in the US. We offer customer support via DM. Please follow us and send us a message. Staffed M-F 8am-6pm ET.,True
whirlpool,whirlpoolusa,"Dedicated to helping you care for the ones you love, every day. Because when we all care, we can make the world a better place. #EveryDayCare",True
whirlpool,WhirlpoolUK,"If you need assistance please send us a direct message. 
Our opening hours are: 
Mon to Fri 08:00 - 18:00
Saturday 08:30 - 16:30 
Sunday 09:30 - 15:30",True
foot locker,footlocker,"The official Twitter of Foot Locker, House of Hoops by Foot Locker and https://t.co/JAWCfWzjdj.",True
foot locker,FootLockerEU,The official Twitter account of Foot Locker Europe,True
foot locker,KidsFootLocker,The Official Twitter Account of Kids Foot Locker #BecauseSneakers,True
foot locker,FLCCC,"Foot Locker Cross Country Championships is the longest-running cross country race in the nation, including 4 regional 5K races & Finals in San Diego",True
truist financial,TruistNews,@BBT and @SunTrust have joined to become Truist. See the latest news from our company. For client inquiries: @BBT @AskSunTrust https://t.co/KL8GLcVisy,True
big lots,BigLots,"Live BIG and Save Lots. We help you create cherished memories with affordable solutions for every season, gathering, and celebration! #BigLots",True
morgan stanley,MorganStanley,"Official Twitter account of Morgan Stanley. We provide a range of investment banking, securities, investment management & wealth management services worldwide.",True
morgan stanley,jannarone,"Editor-in-Chief, https://t.co/dTSiMZeUqB and https://t.co/T2j9VansE9; alumnus of CNBC, WSJ, Morgan Stanley, Princeton",True
morgan stanley,camcrawford1,Associate Financial Adviser at Morgan Stanley Wealth Management Australia. Views are my own. cameron.crawford@morganstanley.com,True
morgan stanley,Thekidstan,New Orleans,True
sun microsystems,Oracle,"Leading the cloud. From intelligent business applications to infrastructure, we deliver tomorrow’s emerging technologies today, like the autonomous database.",True
sun microsystems,alpresnell,I’ve played golf and l now sell IT. Go Tigers!!!,True
